recording_id,subject,run,status,error,n_channels,sfreq,n_samples,ge,cl,deg,ge_norm,cl_norm,smallworld,modularity,strength_cv,iaf,alpha_prom
S012R02,S012,R02,ok,,64,160.0,8800,0.17507521841370477,0.04721553761940066,0.08589214674058503,0.7645305159750279,1.0649183779916256,1.3929049995257605,0.17588188931897236,0.5737552957601793,11.0,0.34281227509704254
S012R01,S012,R01,ok,,64,160.0,8800,0.20562456342825702,0.07328852693117303,0.11594571861840426,0.8431557932032985,1.0090343978065244,1.1967354146652112,0.18502305950564502,0.3740476240763819,7.0,0.322305805838788
S015R01,S015,R01,ok,,64,160.0,8800,0.18840002411592685,0.07298398992648919,0.10243004158505631,0.8118046711351817,1.1829805439075287,1.4572231301075365,0.2012368909929142,0.547539036163481,10.0,0.4223652493350457
S015R02,S015,R02,ok,,64,160.0,8800,0.1511577112625154,0.041473088085895934,0.07101160500351224,0.8237266505291819,1.0168008720700756,1.2343911313502582,0.26421958663329986,0.4183971318618443,10.5,0.7549185903546838
S014R02,S014,R02,ok,,64,160.0,8800,0.24640045124471796,0.11539982342144066,0.1633448058016653,0.7847072643968371,1.0076504533364519,1.284110010260934,0.07110447066117521,0.41547541684570116,9.0,1.2727218956425426
S014R01,S014,R01,ok,,64,160.0,8800,0.12289700347384616,0.04043400815363798,0.058839455603993604,0.8114746531020888,0.9251891006028894,1.1401330861858658,0.21284708310362294,0.4949335591696435,9.0,0.6154037830046194
S017R01,S017,R01,ok,,64,160.0,8800,0.19708326628310086,0.07670876845221006,0.09388270790960357,0.9339589902290482,1.0571668397201501,1.13191997805052,0.10131206240442724,0.5955624164618497,12.0,0.15696543293558207
S017R02,S017,R02,ok,,64,160.0,8800,0.3907578794121274,0.19675654710504836,0.2421248878143342,1.0493571848886332,1.040131317922938,0.9912080775749638,0.04449589266915762,0.3803666990885988,11.0,0.8748094545051307
S016R01,S016,R01,ok,,64,160.0,8800,0.20576141287029082,0.06912786571723764,0.11229655425260135,0.8234232870449752,1.0060896941458337,1.221837795912227,0.1791024514072731,0.4820539605866343,8.0,0.2449935365064098
S016R02,S016,R02,ok,,64,160.0,8800,0.26410577809142927,0.11774349515509978,0.1652107696809373,0.8391699757869499,1.0311786490187957,1.2288078443843102,0.049621630668279446,0.420087956978392,9.0,0.5834923839221092
S019R01,S019,R01,ok,,64,160.0,8800,0.14087730338839186,0.04531721282461998,0.07605375442276506,0.8357895275496336,0.914045528074949,1.0936312288510555,0.15516523009628602,0.39176686097179914,8.0,0.2507549087239419
S019R02,S019,R02,ok,,64,160.0,8800,0.1938346023173909,0.06995920748382867,0.1112105930887794,0.8876806180840044,0.9559674020623204,1.0769271994759875,0.12452161754501241,0.3777234628409997,9.0,0.39519406518326006
S018R02,S018,R02,ok,,64,160.0,8800,0.2860156790387682,0.11226317236038817,0.1789121688167636,0.8370072814813225,0.9605130833514584,1.1475564246604368,0.07630440079813286,0.37390484439980065,11.0,0.5803763837972624
S018R01,S018,R01,ok,,64,160.0,8800,0.25210858158617666,0.08144524805955942,0.1480486451409741,0.8164512817613688,0.9633870671153026,1.1799688341929506,0.20274833025037728,0.4300865640442459,7.0,0.18146354026411982
S021R01,S021,R01,ok,,64,160.0,8800,0.2988228686154247,0.11023997548487699,0.17291451087041163,0.8793727381963332,0.9998016294119368,1.1369486293862296,0.08441185423428041,0.42747924467613874,12.0,0.33122038559220657
S021R02,S021,R02,ok,,64,160.0,8800,0.2629013195221011,0.1553542381761088,0.17727928117058891,0.8258054692100262,1.0466115929673774,1.2673827335735335,0.1864192086132615,0.3660166067872252,10.0,0.9367211480147105
S020R02,S020,R02,ok,,64,160.0,8800,0.15998696794187442,0.050854392284838304,0.07964475354604125,0.7569192262614517,1.0145258572612559,1.3403356950941325,0.17428738226833657,0.5717296083572618,11.0,0.9764681441903856
S020R01,S020,R01,ok,,64,160.0,8800,0.0970506228124631,0.049587513427706356,0.04337819978340337,0.9065882899052824,0.9828397735549129,1.0841081718114813,0.16960673090548453,0.5541501316661177,7.0,0.19564325072327582
S023R01,S023,R01,ok,,64,160.0,8800,0.14499831145065079,0.041264017309922185,0.07083894378409245,0.8261075956122258,0.9959902728554139,1.205642313598737,0.20593778818405037,0.47118172653885715,12.0,0.3150959011674108
S023R02,S023,R02,ok,,64,160.0,8800,0.2922047022489141,0.1758705230632553,0.21806822587011812,0.9275396901998392,1.018037587068721,1.0975676812809854,0.06840101714235998,0.2902636489068876,10.0,0.8785222040294717
S022R02,S022,R02,ok,,64,160.0,8800,0.1555881425891078,0.08016968154614963,0.08751780046029006,0.8890214872228405,1.0459154521699474,1.1764793845840762,0.0849400120972761,0.44150863741136936,9.0,0.38434818877063814
S022R01,S022,R01,ok,,64,160.0,8800,0.1311879783193056,0.04579539497127334,0.06865665935607117,0.7417287975983697,1.0227426186201505,1.3788633014272471,0.2661551175017558,0.5474340172710666,7.0,0.21640475925514968
S025R02,S025,R02,ok,,64,160.0,8800,0.3367269161515075,0.18557778074549314,0.24179724305917394,0.9366071692408521,1.0321598568860193,1.1020200258798099,0.037883542136714306,0.3648101088072835,10.0,1.1782657221233825
S024R02,S024,R02,ok,,64,160.0,8800,0.31039744057481633,0.17209974271718567,0.22638339299621,0.8685241107070591,1.025249502110709,1.1804502482677894,0.043511539646661594,0.34928662666474763,8.0,0.8318449013047453
S025R01,S025,R01,ok,,64,160.0,8800,0.29020868668694183,0.15817960809476553,0.20430990399017956,0.9419620082586062,1.0315432194817828,1.0951006626995332,0.028887129790978055,0.3746215642327756,11.0,0.7361187262961331
S024R01,S024,R01,ok,,64,160.0,8800,0.12134658067802981,0.04529940202610513,0.05299799186218897,0.844871807819757,1.1718307050620074,1.3869923155395463,0.1795643142917738,0.6728140128681968,8.0,0.46173098741268553
S027R02,S027,R02,ok,,64,160.0,8800,0.2269345875770681,0.10866221953270536,0.14265411536155498,0.8702668354753794,1.025232318978573,1.1780666310448846,0.13010939867487342,0.35048790361154764,11.0,1.2508112261248
S027R01,S027,R01,ok,,64,160.0,8800,0.10385101307734533,0.03709605472753148,0.04167507632163689,0.7558801225069729,1.2366788787137875,1.6360780524459144,0.25861746825060467,0.7379746849495794,11.0,0.3296442495132142
S026R02,S026,R02,ok,,64,160.0,8800,0.1597329126133025,0.05165342711701025,0.07986703171242687,0.8110962029902735,1.0338759654576224,1.274665029433038,0.20588184787805539,0.49756179423918817,9.0,0.38471689054816693
S026R01,S026,R01,ok,,64,160.0,8800,0.1804357070749321,0.06642110402045263,0.09785173718184448,0.8589943800661937,0.9126371029578809,1.0624482815446983,0.1895378039558872,0.3869782135797104,7.5,0.17692284122420315
S029R02,S029,R02,ok,,64,160.0,8800,0.13849421708819784,0.040937015945315056,0.06480371081101234,0.7056282452947127,1.260334154312619,1.7861163618616596,0.24240754425111663,0.73915030405495,9.0,1.331474419676546
S028R02,S028,R02,ok,,64,160.0,8800,0.18070249909734004,0.0736897200783426,0.06953850138968305,1.0625156867362469,1.2310925291986623,1.1586582151838498,0.2226665660097314,0.6895844393190631,8.0,0.7827246438106958
S029R01,S029,R01,ok,,64,160.0,8800,0.15624482538357382,0.06079401211961537,0.08085218889507687,0.8767745425939156,1.0774857088138854,1.228919929205712,0.2122170916325903,0.40531631465546547,11.0,0.541364650440089
S031R02,S031,R02,ok,,64,160.0,8800,0.11660667770687982,0.053643062994018983,0.05728081197447337,0.8297798454747175,1.044914194112426,1.259266779991059,0.2541883571199226,0.3591971062874431,8.0,1.1795759552314222
S028R01,S028,R01,ok,,64,160.0,8800,0.11063211604068952,0.05864836010040764,0.054432468343110316,0.9238245276771461,1.1339282330001101,1.2274281522393071,0.145826250380305,0.5534023611013137,8.0,0.5370348148829827
S031R01,S031,R01,ok,,64,160.0,8800,0.14280629324395733,0.05324463042393132,0.0666159641223788,0.8393783724617097,1.1640336959001925,1.3867806630355999,0.20127062133664592,0.5565091612463968,8.0,0.8514678625002543
S030R02,S030,R02,ok,,64,160.0,8800,0.3195164379564882,0.1566886324468176,0.21337078162500747,0.887891433361407,1.0649139574699569,1.1993740647303832,0.11064215730956242,0.4094176667540671,10.0,1.0616055857393634
S033R02,S033,R02,ok,,64,160.0,8800,0.1813062857241324,0.09912918339297976,0.10736784461419693,0.829690526082273,1.117909814276275,1.347381679232796,0.1837257373918594,0.5035142646418257,11.0,0.43109196973663155
S030R01,S030,R01,ok,,64,160.0,8800,0.24783194166896988,0.10455823016725203,0.14945576936846663,0.8646742826893432,1.048011136685302,1.212029960490715,0.11589944472140935,0.4066519471910384,10.0,0.2752431371829122
