subject,session,n_epochs,n_channels_used,ge,cl,deg,ge_norm,cl_norm,smallworld,modularity,strength_cv,iaf,alpha_prom
19,1,120,62,0.018962484761539614,0.10848930319707299,0.008502280797078232,0.9142269727956155,1.4173447652362645,1.5503204427475648,0.16504568575421324,0.6328343823458088,10.5,0.5187024343789148
19,2,120,62,0.015344183118114018,0.09450959818076125,0.0064706724865725455,0.9359487776055798,1.2454724232619694,1.3307057534155213,0.2038242979258189,0.48099817640493137,10.25,0.547002833849376
19,3,120,62,0.023863895866276467,0.10605287137727404,0.013158318068909694,0.9017572692552639,1.2084387937641494,1.3400932101852256,0.1572869464107471,0.4756651356105923,10.0,0.6330862202102701
20,1,120,62,0.025232303542198787,0.04243908580395923,0.011758963588575104,0.9203435775570387,1.26627565804692,1.375872759831849,0.2341819140101741,0.4029471522594076,11.0,0.5538763525420137
20,2,120,62,0.03904223033358374,0.12020656232111876,0.02456800709340407,0.9358657915267096,1.1036641255987112,1.1792974330200343,0.1380495563461761,0.31069217925969267,11.0,0.6030336024912358
20,3,120,62,0.03657472933268649,0.12052717720887524,0.022291398954064054,0.877812544311225,1.2454423978044973,1.4188022327497414,0.1871818086549675,0.4460547207158204,11.0,0.6278192750087332
21,1,120,62,0.15939076740313265,0.17238581845031414,0.1481173204264885,0.8913746054626616,1.028815439098536,1.154189756802121,0.039227287778226774,0.2983189369334411,11.0,0.8274083160189001
21,2,120,62,0.11040980980131179,0.12584838027974787,0.09791421642380987,0.8845788811033588,1.0363700467843786,1.1715970943051304,0.050035717881952595,0.3331960062106386,11.0,0.7702041088440039
21,3,120,62,0.12996102861601982,0.14504315911012455,0.10873438932530304,0.854446024096956,1.056823981538066,1.2368528283047469,0.03632113436873869,0.39344183589442183,11.0,1.1007941247145334
22,1,120,62,0.03868809977564902,0.07590579965634738,0.018700303847108517,1.0020965559046335,1.2679442399195835,1.265291485584399,0.10874020208996822,0.6690810930155874,10.0,0.5548904843441842
22,2,120,62,0.02329768619160672,0.03825230988909294,0.011310215026861963,0.9458561853289417,1.1785078115642824,1.2459693448580993,0.1344523095196628,0.38498046474331976,10.0,0.6039936162871136
22,3,120,62,0.02756658719034144,0.11131751310018081,0.01381892696621773,0.8998435454145979,1.2840263217834045,1.4269439707897182,0.13107515408983397,0.5726256376232914,10.75,0.629847979788555
23,1,120,62,0.01951976482328705,0.11270020301722718,0.009585998092992846,0.8357573106359121,1.3667447571731655,1.6353368852175938,0.16243505612372758,0.6189687130743546,10.5,0.41648579167898614
23,2,120,62,0.013000055834650186,0.04460666339984602,0.0046302165092886195,0.8981314594966238,1.4811767552062676,1.6491758968519192,0.2591587112640027,0.6280376529427469,10.75,0.43313038230106304
23,3,120,62,0.05048920087978795,0.21886728771938835,0.03661432720643991,0.9335976552462366,1.0767272874909892,1.1533097597669117,0.08030720789970928,0.3636940024787052,10.5,0.4890450056631829
24,1,120,62,0.019067734299712064,0.01618365207677553,0.00809686776628093,0.8575388711523868,1.373095599833807,1.6012050835533547,0.23257537673005074,0.7022975701959138,10.0,0.5149709218101037
24,2,120,62,0.015099113920688221,0.046345255748486316,0.005771825425293946,0.837758043350132,1.7733666702750412,2.1168005301190305,0.2830348561956684,0.5710362708795907,11.0,0.5299022979435764
24,3,120,62,0.02275754639455807,0.09397223273222602,0.01156481524659574,0.932417952808368,1.1851314903236367,1.2710303214927552,0.16010575738327157,0.41799804648487066,10.0,0.5411724790771463
25,1,120,62,0.03403430232967983,0.04080706711171159,0.021102713763501958,0.9208506826943608,1.0895453163958688,1.1831943407023562,0.11543875914248053,0.3628153882748767,10.0,0.5483269755257203
25,2,120,62,0.02871483877800174,0.11164050768751908,0.01728361359998543,0.9086884840397053,1.1746986625387972,1.292740783196135,0.11134691451859938,0.45813166522479903,10.0,0.5929806252971205
25,3,120,62,0.040655515401064116,0.12012902690517438,0.025633210416229214,0.9030550740358615,1.1138652969747336,1.2334411587952614,0.16092698752331697,0.40577442641046163,10.0,0.5789174775971139
26,1,120,62,0.021183931903101482,0.09785837374440647,0.010166487261452804,0.9681781587290236,1.1279350043226715,1.165007694248514,0.18229768620149644,0.3549844788522138,12.0,0.4544456963575616
26,2,120,62,0.022004381030288275,0.11944282088579417,0.011457934681474479,0.9582647965001633,1.1252429165084112,1.1742505000894286,0.193313165887656,0.33166391570488657,11.0,0.41893637732022304
26,3,120,62,0.03418861312262076,0.13864406384826505,0.020083743220352127,0.9093375372583092,1.2101848654342218,1.3308423064585895,0.12515923062590822,0.47655546721286807,12.0,0.5996933846516217
27,1,120,62,0.04374699974443378,0.2027255792248665,0.029429658314820587,0.9083454799273517,1.1556539957560474,1.272262615154396,0.1254116489373367,0.41221592852018113,9.5,0.4665889226245657
27,2,120,62,0.05413909199993316,0.1378313724550339,0.039060560299534086,0.9504477269267123,1.0453629276109924,1.0998636726621356,0.11241587816706186,0.3155146688845284,11.0,0.5461836158883168
27,3,120,62,0.05707968574028633,0.1312776308755446,0.04094401313138743,0.8790471078712312,1.073230158322378,1.2209017568141434,0.11306803381334671,0.3893251982984131,11.0,0.5228974506834163
28,1,120,62,0.029788930816357993,0.021349312307740502,0.015827389869986587,0.8678761812976052,1.2929387147417841,1.489773244852332,0.22821424083843153,0.6010477867848284,9.5,0.5177997744820565
28,2,120,62,0.031625426667106674,0.08634165697126996,0.019697394187043957,0.7667815594715891,1.3526028086262607,1.7640001796057505,0.11705987735231342,0.6268973524985835,10.5,0.4429547685014771
28,3,120,62,0.026917894133341502,0.054431961560300876,0.015074107568051463,0.7914691314161687,1.336411353084947,1.6885198677220905,0.15241184075687528,0.6061962564396679,11.0,0.4570176287299606
29,1,120,62,0.02360675957010181,0.09069895398990663,0.01160086525018895,0.9524903464849288,1.228409832042799,1.2896821858364482,0.1532360907164185,0.4482326136280659,11.0,0.6110286544139071
29,2,120,62,0.039198840442824116,0.08031042607188929,0.023588196357529914,0.924365679925888,1.0784048915421258,1.1666431532038144,0.09752233403494358,0.410393434656693,11.0,0.6172534893758925
29,3,120,62,0.03245320363954066,0.0914542314941714,0.017662309350003014,0.8939391127011186,1.1907914265677766,1.3320721843903793,0.22274632302215,0.4103186578437384,11.0,0.657203224828817
30,1,120,62,0.04579733911484843,0.15869316432362268,0.030691692522275528,0.9145570759104035,1.095618956802436,1.197977672100774,0.08186549485815041,0.4307131255179002,10.5,0.62882477130246
30,2,120,62,0.036587899739792526,0.08492854071922719,0.01976123830746458,0.9218830399869695,1.1352248676670091,1.231419625295477,0.1376054753264741,0.509966294250027,11.0,0.5362706342952298
30,3,120,62,0.0323694135516531,0.06768880350379491,0.01841892983871463,0.8177268984007352,1.2642530453911753,1.5460577949236245,0.16002066794781586,0.5842620267235065,11.0,0.5302831601702738
31,1,120,62,0.025237627435241824,0.03776490531135599,0.0111913544232982,0.9293100545744242,1.258045626809847,1.353741542574794,0.19113534406386617,0.554075821455395,9.75,0.3894750543662175
31,2,120,62,0.04267541975564361,0.03786369846779595,0.01714803608940368,0.8475237878355851,1.5922872226476448,1.8787522492012219,0.2781976132585414,0.9541926340901367,8.0,0.34727400785401397
31,3,120,62,0.034938850721492,0.03648389417784645,0.016125126050443778,0.7424238161530328,1.580172382132695,2.128396675527689,0.30183689431263294,0.772169490157819,9.0,0.43490803791510857
32,1,120,62,0.01033271932745602,0.04420255299290841,0.0030525885051225737,0.8671041264146329,2.270463362693401,2.618443729568539,0.24000310005208716,0.9362295877956401,9.0,0.3905292551556863
32,2,120,62,0.013886140824094718,0.058846395396123796,0.00476944711016479,0.9364355515083386,1.5739844694041192,1.6808251959986629,0.2107042356071923,0.6325544556040528,10.0,0.4241005879914479
32,3,120,62,0.017561446590053504,0.05603641976346427,0.0068279710418730115,0.8735530122204104,1.3688826006408263,1.5670286536605027,0.26088402388743587,0.5876909020665109,8.5,0.3697958408128954
33,1,120,62,0.0248239921216492,0.0329693942067664,0.011291785722063505,0.7546666100646048,1.760489658766598,2.33280449312033,0.39853940331350646,0.6509628057791774,10.75,0.43909539236223416
33,2,120,62,0.019056337963434877,0.08140842368338841,0.008458616442319015,0.8654202103302825,1.606607269293151,1.856447596341665,0.2196669253455885,0.5517683968137608,11.25,0.5011520942249065
33,3,120,62,0.017474134877145227,0.014111436016327583,0.007786285608339148,0.8483663909669817,1.2617869956395318,1.4873137468368196,0.2536051476534656,0.5489759193428859,11.0,0.46385465047681185
34,1,120,62,0.02614004191326704,0.06647876288249355,0.0150384543397704,0.8682877703101896,1.2955296116369137,1.492050971965314,0.1166118575318337,0.5300243105892676,10.25,0.47298476788049815
34,2,120,62,0.03403471714618428,0.08582919685117191,0.019388525462409146,0.8893750292610003,1.1227089334352935,1.2623571569894143,0.12514648191523123,0.4916540064857077,10.0,0.4976528225715897
34,3,120,62,0.042914513555742294,0.06372322236597318,0.02211262862089625,0.9341428418272381,1.2238945844887577,1.3101792677603226,0.16313965322255256,0.45648057981128926,10.0,0.4542991626430267
35,1,120,62,0.018041772732879553,0.11136639389103369,0.008248883408400687,0.9099792420891745,1.2387045774151624,1.3612448725437785,0.19338367986294047,0.47572685324747804,10.0,0.5507031872911032
35,2,120,62,0.037673803865301364,0.1229962331869406,0.019606621880069865,0.8491894881688328,1.2822543695838167,1.509974378449776,0.07627227691121492,0.6786673808736257,9.0,0.6178758639101006
35,3,120,62,0.020020758648079073,0.13821309889386052,0.009956888690182962,0.9321234338869583,1.2188272483139215,1.3075813824692801,0.22653997076791035,0.38250729017648916,11.0,0.5780347363787475
36,1,120,62,0.0271567554688559,0.037488057761977014,0.014096848142563288,0.8032802294459056,1.2539476226652069,1.5610338418638374,0.333566066938553,0.5182043036221939,10.0,0.4429873373751825
36,2,120,62,0.05750873421394908,0.18813266468836012,0.04379406789820425,0.9406690966874008,1.0466891970902645,1.1127071153673669,0.09796066338951862,0.2870715307170589,11.0,0.750079877059271
36,3,120,62,0.025759906456891808,0.04431639781900258,0.012756570741560716,0.9201297836248884,1.1863784205192158,1.2893598725230153,0.19240963269426967,0.32611650052927,10.0,0.49454349808221837
37,1,120,62,0.030139585901687263,0.06960586152090295,0.017035889588064016,0.9450994618747327,1.094617143012899,1.158203117417481,0.13928458152631248,0.35299801442079204,11.0,0.9747737565639092
37,2,120,62,0.0227701995800941,0.038621850400650415,0.009574353533058489,0.8765733312067858,1.64455144406926,1.876113937672724,0.23291584748883207,0.6948105824285373,12.0,0.8404126200442359
37,3,120,62,0.03904696905082501,0.11842149292684016,0.02631488074829649,0.9025997890551712,1.1059537917386468,1.2252980835463563,0.1067889229704683,0.35966370028357975,11.0,0.8931593648557777
38,1,120,62,0.019917288976353996,0.08792870656739277,0.009129181603651811,0.9660055718245031,1.2345041009183433,1.2779471847007309,0.09844141173318179,0.5436342381553219,11.0,0.5278843788102283
38,2,120,62,0.03212404311665109,0.1045085613191495,0.018676813219754444,0.9236882885117963,1.1867546400678761,1.2847999209559322,0.14770366048688002,0.4719054139671429,11.0,0.5666199286330635
38,3,120,62,0.0612436388549766,0.12891909073702632,0.04400940815441713,0.8791473713187529,1.0755731568043962,1.2234275980271632,0.09422845907957435,0.402534650199641,11.25,0.627903664194219
39,1,120,62,0.050458461136115955,0.1539380725636475,0.03150102514152681,0.9561131027854675,1.0749050349163793,1.1242446440539644,0.11204089220498618,0.4071488930618116,11.0,0.5614701582973677
39,2,120,62,0.030700492533030956,0.15152993164314058,0.016974193611560506,0.9814629734658777,1.2057416516498494,1.2285146605092678,0.09550086051653478,0.4988573555942495,11.0,0.5903390679429927
39,3,120,62,0.035929581313580164,0.12680442709379994,0.018856160669313456,0.9669203432862518,1.1916558033762752,1.2324239650664706,0.13204348138519678,0.5421946809601498,11.0,0.5720688760158807
40,1,120,62,0.022506500808334853,0.021229954993198862,0.009090206942321577,0.7116337276585462,2.3813074151012374,3.346254291426486,0.4132185604528419,1.0541950340519373,10.0,0.48603190156837056
40,2,120,62,0.017817106902920706,0.01762273933066479,0.0069168615900255396,0.7528843562503225,2.0082125779498847,2.667358620587655,0.30612635320317283,0.9359305248808417,9.0,0.4299322761773957
40,3,120,62,0.03381011602719002,0.08831137853867813,0.01820379402278764,0.8386343887781207,1.4217577278505462,1.6953248601241222,0.16937475529683774,0.5837984154264835,10.0,0.4129413596280518
41,1,120,62,0.02720029088081334,0.11272303970496693,0.014943996203832924,0.9348423128914275,1.1114802865521771,1.1889494850895397,0.1933268827566846,0.3175785269558294,10.0,0.43634568047262545
41,2,120,62,0.015408426096609184,0.10298637889555566,0.006052494350310246,0.92584824273418,1.471142149018639,1.5889668318364116,0.19089880449587127,0.5733692891892098,10.5,0.4270128699627862
41,3,120,62,0.028639459702530894,0.14371176773951322,0.016274438956026448,0.9233315742390422,1.165347919263488,1.2621120643728683,0.18588262095564603,0.3643133921623146,10.0,0.4723282373346155
42,1,120,62,0.03379037300545034,0.07802746075065675,0.01906088270390473,0.8190705007572369,1.3021648018034433,1.5898079598759596,0.18496308293682437,0.5594981133357765,10.0,0.5734470366897029
42,2,120,62,0.053905422831920416,0.08845110054747331,0.03730357839572227,0.8623312422750199,1.1141637876789654,1.2920369030577574,0.12756705242706737,0.46870102265641866,10.0,0.6283824928342974
42,3,120,62,0.057522251247746896,0.10189625343924981,0.03892970208468333,0.904351598548088,1.0744137765581754,1.1880487393212082,0.11450474439154877,0.40772973254503214,10.5,0.7303778329217352
43,1,120,62,0.04354799800493373,0.10180684013443013,0.027227252171988237,0.8955527719889855,1.2108392644339765,1.3520579716868641,0.046373401829607926,0.6211631321603532,11.0,0.6218242559742142
43,2,120,62,0.021414985015016916,0.05622867572071954,0.009733161196799435,0.9280748861113692,1.254074226089936,1.3512640465302352,0.24502075100837817,0.4165687770741021,11.0,0.5705526886125571
43,3,120,62,0.022143510436587216,0.10876530547643172,0.01007838316126115,0.9914950227788957,1.296644077581617,1.3077666027485142,0.1518299661828069,0.47583550216522313,10.5,0.4644910314316677
44,1,120,62,0.10845230979265709,0.21192263927349167,0.09173366325256337,0.9411646805069326,1.0354648147092373,1.1001951477306953,0.06767646925669452,0.29331072880413933,11.0,0.7122972132363633
44,2,120,62,0.05844710014153446,0.152730054733173,0.04256256699893887,0.9276595215133743,1.0549014359159783,1.1371644568419057,0.13424422172529915,0.2999267668293376,11.0,0.6582845475373774
44,3,120,62,0.08060132758674195,0.25524560536372887,0.06748992833200547,0.9783528201353056,1.0080900791987926,1.0303952300759702,0.054793029809526515,0.17304430244232558,11.0,0.8171549723978043
45,1,120,62,0.010695161904850613,0.02299987136433793,0.003206558833960441,0.9077341556408415,1.442992551494667,1.5896642673712595,0.29476509408488766,0.6668357188360889,9.0,0.39497535342639956
45,2,120,62,0.00916690992005498,0.009410474147765913,0.0026164917028175545,0.9568072177314997,1.4603949982251732,1.5263210510552303,0.18271118180753462,0.9235807495381816,9.0,0.40519597702336785
45,3,120,62,0.008896758522962274,0.06780820432776945,0.002177549069961274,0.995405500320938,2.191357058581275,2.2014717196908586,0.2228210209884988,0.8065113986660787,9.0,0.36215045386024547
46,1,120,62,0.06061575240574722,0.15018305541771407,0.04841221247076613,0.8915361214745322,1.0349281301013502,1.1608370150944178,0.14119336860027526,0.2832374458278023,11.0,1.5439635675048708
46,2,120,62,0.0491147001926602,0.10464255910799675,0.037369658703633006,0.8874054501948602,1.0141604613730166,1.142837765026486,0.13594620551597944,0.17167640744760923,11.0,1.4211414732532779
46,3,120,62,0.05637853135754606,0.07829056250359513,0.04063395253280169,0.8913576361496716,1.0398149135438486,1.1665518657981733,0.1754839769978541,0.29583963555299325,11.0,1.3676520713383082
47,1,120,62,0.026736500503643658,0.07835110603020554,0.014615912726554667,0.9060940999544347,1.1665406600504138,1.2874387551017894,0.17650892313951724,0.4172881275959634,11.0,0.5268137630547112
47,2,120,62,0.01979712850590862,0.04349728225712132,0.0077471775046592745,0.8879027575654965,1.5070866028156156,1.6973554704884952,0.179428692829426,0.8112742794511623,11.0,0.530591347564727
47,3,120,62,0.020135883625630714,0.035576530898822206,0.008239188224173901,0.8833783901065452,1.3525488082012656,1.531109231728131,0.16723997442739758,0.7316861057898685,11.0,0.5295630428123529
48,1,120,62,0.10369436097205725,0.17344651350232534,0.08399819744841938,0.8604438319927238,1.0835951735982485,1.2593444607403634,0.05726507168654298,0.40071355825009225,11.0,0.878986112168879
48,2,120,62,0.11181862892817386,0.1451602461530017,0.08489635584977986,0.8863828705803466,1.05845195793978,1.1941250142241282,0.09285560459784421,0.39303023531964776,11.0,0.7646806457553295
48,3,120,62,0.07799751854750148,0.2545826696715808,0.06445725634920016,0.9632874338377955,1.037777530908602,1.0773290447421633,0.052555972873064516,0.298820385952194,11.0,0.7683594017634199
49,1,120,62,0.029382838655365114,0.12357481381266726,0.01782855810442685,0.8754587383947798,1.213928044976732,1.3866193707798968,0.1602430916338098,0.4480614557695632,10.0,0.5466488548264576
