recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_high,exponent_low,lempel_ziv,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4032E0-PSG@W,sleep_edfx_staged,SC4032E0-PSG,ok,,2,100,12000,0.3486720733,0.3102717484,0.4507869071,1.446794848,-0.1285699333,0.9572401589,0.8176095524,-0.06083163016,0.0004075750058,0.09644424959,0.3833272237,0.8687032467,40.98088944,0.8978119715,,0.4108485676,0.04178512824
SC4041E0-PSG@N3,sleep_edfx_staged,SC4041E0-PSG,ok,,2,100,12000,0.8035506998,0.004884518542,0.2861486125,1.311672153,1.545482048,2.449617758,0.3687340185,0.2686215957,0.0008698576099,0.06479539967,0.7985418166,0.6949859983,11.30755361,0.5461724257,,2.669025159,0.4350589891
SC4041E0-PSG@W,sleep_edfx_staged,SC4041E0-PSG,ok,,2,100,12000,0.5593290315,0.1285892635,0.2617215186,0.6524931603,0.1957444543,1.920523881,0.4725442715,0.150516447,0.001545684276,0.02293812927,0.7986143362,0.5420803499,12.25298014,0.6117641086,,0.9029832332,0.01522122085
SC4042E0-PSG@N3,sleep_edfx_staged,SC4042E0-PSG,ok,,2,100,12000,0.791551041,0.005231530689,0.3117481836,1.6196172,1.961368718,2.409984204,0.383682695,0.2295871709,0.0006642518711,0.05868230319,0.8140268051,0.6769896484,10.74682505,0.5031720365,,2.576010104,0.4806439683
SC4042E0-PSG@W,sleep_edfx_staged,SC4042E0-PSG,ok,,2,100,12000,0.4737367796,0.2872898,0.5427509738,3.955699701,-0.1773878571,1.381485748,0.6623094139,0.06644322537,0.0008628712147,0.03869983863,0.6887743656,0.6477036534,34.90884195,0.7058088361,,0.6909289462,0.0209801616
SC4051E0-PSG@N3,sleep_edfx_staged,SC4051E0-PSG,ok,,2,100,12000,0.8665503168,0.00277054439,0.2082014688,0.705414809,1.729466635,2.806642428,0.3284556404,0.2661976626,0.001293918646,0.03142603404,0.8504452818,0.7821415357,7.411472697,0.5108031002,,2.852659829,0.02053700656
SC4051E0-PSG@W,sleep_edfx_staged,SC4051E0-PSG,ok,,2,100,12000,0.5036838337,0.2176010524,0.4225932212,1.685179295,-0.02990228819,1.690046011,0.5709563913,0.03564165466,0.00054570769,0.02713737267,0.7967979035,0.5932566687,26.62823974,0.6114108519,,0.890856707,0.002404686815
SC4052E0-PSG@N3,sleep_edfx_staged,SC4052E0-PSG,ok,,2,100,12000,0.8374734807,0.004712950368,0.1917635143,0.6098239914,1.397033812,2.678870828,0.350878655,0.2609697157,0.001880670523,0.03822482703,0.8418946706,0.8846304138,8.419358819,0.5043492637,,2.706750298,-0.002417270051
SC4052E0-PSG@W,sleep_edfx_staged,SC4052E0-PSG,ok,,2,100,12000,0.4769973379,0.2018303149,0.4335003488,1.986593624,-0.1882356974,1.691691962,0.6419626043,0.0554830182,0.001776975986,0.04157747579,0.7102558861,0.7421771115,34.45349378,0.678926931,,1.068026592,0.02601233725
SC4061E0-PSG@N3,sleep_edfx_staged,SC4061E0-PSG,ok,,2,100,12000,0.8914310816,0.003726127306,0.1158607926,0.2953291663,0.5710334845,2.87160887,0.2607713554,0.3340387473,0.0006337909949,0.007104785227,0.9495629514,0.5331507076,4.017828116,0.4010575104,,2.92172107,0.1117913939
SC4061E0-PSG@W,sleep_edfx_staged,SC4061E0-PSG,ok,,2,100,12000,0.4058901167,0.2839978217,0.5565166763,4.849168574,-0.1600821517,1.240753442,0.7108926123,-0.01004449048,0.001405093064,0.04014479165,0.6088509785,0.5217275124,39.16622608,0.7683560915,,0.291120941,0.01280113226
SC4062E0-PSG@N3,sleep_edfx_staged,SC4062E0-PSG,ok,,2,100,12000,0.9201859062,0.00108706824,0.05540612674,0.1232486682,1.586511723,3.171166452,0.2711523807,0.3993398557,0.0003890187588,0.009029536918,0.927662302,0.8460977611,4.85007127,0.4472353776,,3.308584495,0.251702834
SC4062E0-PSG@W,sleep_edfx_staged,SC4062E0-PSG,ok,,2,100,12000,0.4081551547,0.3039913347,0.5128201531,2.592585971,-0.3147417758,1.302001054,0.7561538826,-0.03386672947,0.001780801838,0.07845210055,0.3754636296,0.9267912186,41.76003068,0.9017961791,,0.2194728118,-0.002078959447
SC4071E0-PSG@N3,sleep_edfx_staged,SC4071E0-PSG,ok,,2,100,12000,0.8663820929,0.002555194199,0.04282641956,0.09062867431,1.784661364,2.862602385,0.3027106976,0.2904941186,0.0008658935116,0.02447122529,0.9009529532,0.7717451602,6.599765953,0.4393835456,,2.87565398,0.2408706658
SC4071E0-PSG@W,sleep_edfx_staged,SC4071E0-PSG,ok,,2,100,12000,0.4687539164,0.2537563062,0.5000124329,2.941174962,-0.430999914,1.328783767,0.6436235684,0.01238985526,0.0008183208366,0.05251016392,0.6482203122,0.741873833,37.00997911,0.7333783292,,0.8235506509,-0.002611719471
SC4072E0-PSG@N3,sleep_edfx_staged,SC4072E0-PSG,ok,,2,100,12000,0.8671271401,0.003639776851,0.0623510228,0.1377370256,1.730934655,2.741827858,0.3085240718,0.2835721154,0.0007220318074,0.03091765169,0.8709250115,0.8138441824,7.617313542,0.5044256813,,2.856373061,0.3885127177
SC4072E0-PSG@W,sleep_edfx_staged,SC4072E0-PSG,ok,,2,100,12000,0.3699592541,0.2730539817,0.4971785729,2.588128287,0.01557077035,1.111530069,0.8014151529,-0.1020361301,0.001044658686,0.06109389598,0.6182592048,0.6559750523,37.3911711,0.7673684203,,0.5149946367,-0.00231624462
SC4081E0-PSG@N3,sleep_edfx_staged,SC4081E0-PSG,ok,,2,100,12000,0.9120357802,0.000999325437,-0.1582120967,-0.4650372928,2.812772602,3.048565896,0.2545427403,0.4272404728,0.001270580994,0.01292553965,0.9309338732,0.857440937,4.709513498,0.4177092656,,3.226080329,0.2476889257
SC4081E0-PSG@W,sleep_edfx_staged,SC4081E0-PSG,ok,,2,100,12000,0.5414013145,0.08828021369,0.3450509153,1.511437191,0.665851563,1.659269033,0.6016842262,0.1200319773,0.0009431514204,0.04852672985,0.7666449896,0.5667728665,21.74738899,0.6204536315,,1.222108611,0.01640457525
SC4082E0-PSG@N3,sleep_edfx_staged,SC4082E0-PSG,ok,,2,100,12000,0.9228893044,0.001050806446,0.06230548025,0.1409796173,1.391860429,3.120935106,0.2416702689,0.3258334305,0.001398259724,0.007639157119,0.9577035715,0.633035721,3.701706158,0.3612313194,,3.323026082,0.2007223097
SC4082E0-PSG@W,sleep_edfx_staged,SC4082E0-PSG,ok,,2,100,12000,0.5946990383,0.1074150271,0.4145679329,2.593513775,0.5336784354,1.944519422,0.5232036749,0.09670713449,0.001877036594,0.02010522316,0.8369429228,0.5461660036,9.539670981,0.581365836,,1.261507905,0.002759710054
SC4091E0-PSG@N3,sleep_edfx_staged,SC4091E0-PSG,ok,,2,100,12000,0.8735886318,0.003296182967,0.1627268517,0.4752690045,1.943568531,2.741700942,0.279457201,0.3336181294,0.0007824396361,0.01536780249,0.9164623011,0.774377799,5.449250649,0.4661312707,,2.801757509,0.4210515007
SC4091E0-PSG@W,sleep_edfx_staged,SC4091E0-PSG,ok,,2,100,12000,0.3573790189,0.3227009416,0.4212317223,1.08230304,-0.4322097903,1.112536368,0.7818988253,-0.03854526515,0.0006637974593,0.05745684561,0.5499160332,0.7387218676,39.95073879,0.7979997199,,0.2293016015,-0.001562232382
SC4092E0-PSG@N3,sleep_edfx_staged,SC4092E0-PSG,ok,,2,100,12000,0.8537865414,0.004355825443,0.1320144589,0.3507546322,1.701567293,2.638107431,0.3297013634,0.3214043943,0.0009027690542,0.02006334741,0.8996394943,0.6817663221,6.571252965,0.4862120643,,2.763288434,0.3895869377
SC4092E0-PSG@W,sleep_edfx_staged,SC4092E0-PSG,ok,,2,100,12000,0.1712111118,0.5020521449,0.3913579817,0.3901705847,-0.4250695243,0.6939228991,0.9023187188,-0.07301284249,0.0006788072032,0.07182104718,0.2521529678,0.7192483801,42.5270334,0.9513008684,,-0.1404238283,-0.000447981172
SC4102E0-PSG@N3,sleep_edfx_staged,SC4102E0-PSG,ok,,2,100,12000,0.8976581982,0.002471122776,0.04439355027,0.09447027162,2.485353177,2.832971899,0.2861010572,0.3341952568,0.0003298634038,0.01168587531,0.9269072012,0.7962696643,4.946406544,0.4565525956,,2.898543289,0.06792295725
SC4102E0-PSG@W,sleep_edfx_staged,SC4102E0-PSG,ok,,2,100,12000,0.3959985526,0.1959239542,0.4536218338,2.464039793,0.3692860349,1.630523878,0.6079128414,0.01366974024,0.001535316808,0.03957839215,0.7388847573,0.6184150724,27.43034898,0.6643143791,,1.20860765,0.002260531146
SC4111E0-PSG@N3,sleep_edfx_staged,SC4111E0-PSG,ok,,2,100,12000,0.8870061373,0.002990900333,0.08333642815,0.1957173555,1.371886419,2.899633357,0.3380061837,0.3192649364,0.0007926665592,0.0172810468,0.9225121458,0.7590156801,5.171698493,0.4155987354,,2.900940866,0.4002218158
SC4111E0-PSG@W,sleep_edfx_staged,SC4111E0-PSG,ok,,2,100,12000,0.4322029671,0.3307177827,0.426527316,1.093525529,-0.5728470848,1.245788627,0.665216101,0.03198777803,0.001046004519,0.05631391915,0.5263851093,0.73140649,41.04542607,0.7974379037,,0.3780307523,-0.001199208298
SC4112E0-PSG@N3,sleep_edfx_staged,SC4112E0-PSG,ok,,2,100,12000,0.8554853372,0.005385664856,0.1696201302,0.5011737576,1.048715011,2.699010256,0.2944058774,0.2693167472,0.001289928439,0.02396782287,0.8965722613,0.7642040515,6.6022791,0.4368756499,,2.665632959,0.4497694639
SC4112E0-PSG@W,sleep_edfx_staged,SC4112E0-PSG,ok,,2,100,12000,0.4034664564,0.292849363,0.4639211059,1.73967235,-0.3296807868,1.275843343,0.7623824978,0.003174965691,0.0003638797965,0.05592091082,0.5650837297,0.6390489851,38.91860041,0.7901160872,,0.4833942718,-0.001902960912
SC4121E0-PSG@N3,sleep_edfx_staged,SC4121E0-PSG,ok,,2,100,12000,0.9201511939,0.001967970892,0.1017406312,0.2523689992,1.366276877,3.204439839,0.2968973235,0.3586247679,0.0004376454406,0.008560878852,0.9218913244,0.7331262429,4.710027344,0.4671323121,,3.112708537,0.008560997467
SC4121E0-PSG@W,sleep_edfx_staged,SC4121E0-PSG,ok,,2,100,12000,0.3663107186,0.1805295961,0.3811135841,1.390614859,0.4910529316,1.168734036,0.8180247934,-0.0411171089,0.001595224681,0.08354552171,0.5313953642,0.5866803676,37.91392933,0.8056576984,,0.8792138537,0.03850062016
SC4122E0-PSG@N3,sleep_edfx_staged,SC4122E0-PSG,ok,,2,100,12000,0.9223443759,0.001715547914,-0.03316033184,-0.07300306346,2.590349754,3.045655935,0.246653161,0.3916548387,0.0006626471252,0.008136778376,0.9282479167,0.8724435151,4.698709285,0.4502268075,,3.142538336,0.04195514066
SC4122E0-PSG@W,sleep_edfx_staged,SC4122E0-PSG,ok,,2,100,12000,0.6782857934,0.06774718173,0.020422059,-0.02764684866,0.6526940816,2.012290502,0.5041025884,0.2346377014,0.001937654109,0.0218980979,0.8632257048,0.5193005672,6.551074354,0.5767067608,,1.695613203,9.917279593e-05
SC4131E0-PSG@N3,sleep_edfx_staged,SC4131E0-PSG,ok,,2,100,12000,0.8697466167,0.00470619478,0.04151007198,0.08496813976,0.9556570223,2.821536647,0.3106002769,0.2915255042,0.0005368306736,0.02679097666,0.8627724722,0.7996197623,7.104636407,0.5028677634,,2.765847708,0.1445095344
SC4131E0-PSG@W,sleep_edfx_staged,SC4131E0-PSG,ok,,2,100,12000,0.2496847669,0.2590354572,0.4558244004,1.878636763,0.2149796313,1.275940562,0.8475069052,-0.03704158887,0.000377982185,0.05872067621,0.5353693236,0.6213925585,38.92529336,0.8194430903,,0.4349494605,0.007384687251
SC4141E0-PSG@N3,sleep_edfx_staged,SC4141E0-PSG,ok,,2,100,12000,0.8466999732,0.004543739922,0.1828141471,0.5651523325,1.571423843,2.612564355,0.3903265511,0.2790555667,0.0004281397947,0.03367165804,0.8612417965,0.738149345,8.558624188,0.5418671321,,2.705192053,0.2214632473
SC4141E0-PSG@W,sleep_edfx_staged,SC4141E0-PSG,ok,,2,100,12000,0.471961164,0.1948014204,0.4534415741,2.473207838,-0.2403580161,1.418758518,0.6220310358,0.01835235121,0.002001079591,0.0557378439,0.6801674336,0.7037187063,34.08883026,0.706833036,,1.019646919,0.02566614232
SC4142E0-PSG@N3,sleep_edfx_staged,SC4142E0-PSG,ok,,2,100,12000,0.8787345495,0.004556030301,0.03476993955,0.06950024202,1.046855565,2.857155748,0.3272099173,0.2820745794,0.0005543561378,0.02642119337,0.9058186387,0.6888489546,6.206677304,0.4885575087,,2.747565244,0.295490966
SC4142E0-PSG@W,sleep_edfx_staged,SC4142E0-PSG,ok,,2,100,12000,0.4104234122,0.235577264,0.4458892657,1.908678553,-0.1662242761,1.337176741,0.6976048999,-0.04002355592,0.002204705355,0.0615196186,0.6264386269,0.6770845495,36.51086388,0.7487141965,,0.7235125524,0.006196121974
SC4151E0-PSG@N3,sleep_edfx_staged,SC4151E0-PSG,error,URLError: <urlopen error [Errno 104] Connection reset by peer>,,,,,,,,,,,,,,,,,,,,
SC4151E0-PSG@W,sleep_edfx_staged,SC4151E0-PSG,ok,,2,100,12000,0.1908745928,0.2604034235,0.5652995732,6.703906394,0.5799424944,1.175596151,0.8354649159,-0.03509130121,0.0001575407937,0.07808186899,0.4439551593,0.6555653831,40.12456882,0.8550733594,,0.5247917652,0.1841568986
SC4152E0-PSG@N3,sleep_edfx_staged,SC4152E0-PSG,ok,,2,100,12000,0.867073537,0.003593753752,0.1246981465,0.3259127111,0.984289235,2.868325871,0.3085240718,0.3320761834,0.0008243742591,0.02166394482,0.9039732496,0.69176143,6.01971388,0.477500623,,2.956449322,0.7348970317
SC4152E0-PSG@W,sleep_edfx_staged,SC4152E0-PSG,ok,,2,100,12000,0.2915077718,0.4044663806,0.5037253912,1.518792724,-0.3916688658,0.892447295,0.8649470277,-0.1068395324,0.0005387445498,0.0587617728,0.496850292,0.6298370415,40.69724184,0.8283725236,,0.1298506481,0.04297613345
SC4161E0-PSG@N3,sleep_edfx_staged,SC4161E0-PSG,ok,,2,100,12000,0.810574985,0.004893381076,0.182816994,0.564310217,2.485162598,2.416471752,0.3076935898,0.2952542878,0.001075834061,0.03509085447,0.8737691099,0.8118745423,9.605182014,0.471358168,,2.702200614,0.4395049234
SC4161E0-PSG@W,sleep_edfx_staged,SC4161E0-PSG,ok,,2,100,12000,0.5430166041,0.1084065091,0.4034926064,2.317615618,0.1912136437,1.885967544,0.41856294,0.1590899995,0.001040537276,0.03013886638,0.7626050273,0.8858866093,28.44415077,0.6016256057,,0.7989773971,0.001156316623
SC4162E0-PSG@N3,sleep_edfx_staged,SC4162E0-PSG,ok,,2,100,12000,0.7940888837,0.005903394168,0.005504700997,0.005132212946,1.111250061,2.459131533,0.316828892,0.2758890109,0.0005422441987,0.037901945,0.8634684868,0.7868334766,10.31540903,0.4639373604,,2.575850484,0.4605095093
SC4162E0-PSG@W,sleep_edfx_staged,SC4162E0-PSG,ok,,2,100,12000,0.4008149468,0.2232114192,0.4627906728,2.359875525,0.09004703215,1.286419145,0.7420356882,-0.0479368598,0.001537432966,0.03815528224,0.6404774908,0.5401121041,37.28736996,0.7451442459,,0.4009179847,0.006122069972
SC4171E0-PSG@N3,sleep_edfx_staged,SC4171E0-PSG,ok,,2,100,12000,0.9058922052,0.00201804864,0.2379676569,0.9008416999,1.874553935,3.141235576,0.3064478668,0.378698765,0.0002316652346,0.01518304021,0.9044400186,0.7015321325,5.844922775,0.4640898195,,3.069681057,0.3137767106
SC4171E0-PSG@W,sleep_edfx_staged,SC4171E0-PSG,ok,,2,100,12000,0.761276013,0.02932969185,0.3777017928,2.650619555,1.219524968,2.151109485,0.5032721064,0.1024632381,0.0002750034389,0.04288323743,0.7713909911,0.6430930099,9.698552765,0.5804297102,,1.800821857,0.04191267323
SC4172E0-PSG@N3,sleep_edfx_staged,SC4172E0-PSG,ok,,2,100,12000,0.887353293,0.003066667474,0.1208661388,0.3134832909,1.719683083,2.944984621,0.313506964,0.3372829978,0.0006161079191,0.02477974668,0.8712391702,0.6991990525,6.77600178,0.4994336743,,2.853818418,0.2506562102
SC4172E0-PSG@W,sleep_edfx_staged,SC4172E0-PSG,ok,,2,100,12000,0.5136770039,0.1368188516,0.4468798826,3.114225948,0.1262454054,1.726821393,0.6419626043,0.05991017656,0.003733326155,0.04760216472,0.6284610735,0.9641870598,37.29554331,0.7338281068,,0.9611160563,0.01951684648
SC4181E0-PSG@N3,sleep_edfx_staged,SC4181E0-PSG,ok,,2,100,12000,0.910748013,0.001585291859,0.01461742214,0.02843578926,1.075553328,3.275218469,0.2337806897,0.368819096,0.0009661918566,0.01518409563,0.9251609775,0.6870255311,5.073484074,0.4109729108,,3.233499851,0.5167587206
SC4181E0-PSG@W,sleep_edfx_staged,SC4181E0-PSG,ok,,2,100,12000,0.506527405,0.2651799626,0.460354084,1.902995298,-0.1028554465,1.509608996,0.6980201409,0.04442106553,0.0011736104,0.03484597674,0.7397255655,0.6004701348,32.20685434,0.650414507,,0.8888255702,0.0398191284
SC4182E0-PSG@N3,sleep_edfx_staged,SC4182E0-PSG,ok,,2,100,12000,0.8745655725,0.004394780106,0.1571910636,0.4492487868,0.7693585329,2.898762277,0.2823638881,0.3180051013,0.001330640894,0.0178624223,0.8861042156,0.6805460402,6.363358687,0.4708869854,,2.829213334,0.2803778148
SC4182E0-PSG@W,sleep_edfx_staged,SC4182E0-PSG,ok,,2,100,12000,0.4542767637,0.2729218158,0.4558216303,1.767947296,-0.2820872964,1.503054735,0.6390559173,-0.06681586839,0.001164658802,0.02941075791,0.7315921496,0.6497710042,33.35823844,0.6714816625,,0.283761948,0.004721222536
SC4191E0-PSG@N3,sleep_edfx_staged,SC4191E0-PSG,ok,,2,100,12000,0.8349710771,0.007060666208,0.06940806234,0.1517492506,0.7700661795,2.629321352,0.3625054034,0.2634006765,0.0003571036738,0.03630726324,0.846477902,0.7315824489,9.157737939,0.532711824,,2.701445003,0.492603553
SC4191E0-PSG@W,sleep_edfx_staged,SC4191E0-PSG,ok,,2,100,12000,0.2742666268,0.4130718524,0.4574202925,1.007100047,-0.4080734349,0.7998689081,0.8088894911,0.03800696547,0.000185867297,0.09342190003,0.3216779281,0.5784212538,41.6286279,0.9259551724,,0.3166469428,0.0002200647406
SC4192E0-PSG@N3,sleep_edfx_staged,SC4192E0-PSG,ok,,2,100,12000,0.8414867564,0.005150027522,0.06304281636,0.1375730901,0.8433678228,2.721587202,0.3276251584,0.3222101045,0.0008718341956,0.03100722169,0.8637706524,0.7456393134,7.767978039,0.5108585298,,2.782022321,0.4305081026
SC4192E0-PSG@W,sleep_edfx_staged,SC4192E0-PSG,ok,,2,100,12000,0.3552802077,0.2324323609,0.5207784854,4.239020075,-0.3644853123,1.281809584,0.7756702102,-0.02874176874,0.0008999100446,0.05216177935,0.6429456624,0.6101909747,36.58568437,0.7196946479,,0.6801886327,0.04062963968
SC4211E0-PSG@N3,sleep_edfx_staged,SC4211E0-PSG,ok,,2,100,12000,0.8430002414,0.005122970397,0.1985535316,0.6446938118,1.447611081,2.719441534,0.34880245,0.2839450558,0.0004657571647,0.04036674624,0.8586439846,0.7068557691,8.859622796,0.4987738793,,2.67265033,0.2504765839
SC4211E0-PSG@W,sleep_edfx_staged,SC4211E0-PSG,ok,,2,100,12000,0.3979642276,0.3059301142,0.4442521238,1.395634962,-0.3912910361,1.28079335,0.7835597894,-0.07241005888,0.002831586253,0.04022036514,0.6615491162,0.5740356735,37.10627424,0.7298359101,,0.4009285976,0.004387772708
SC4212E0-PSG@N3,sleep_edfx_staged,SC4212E0-PSG,ok,,2,100,12000,0.8921678385,0.001791113589,0.2323370568,0.8617917511,1.867095937,3.033193922,0.2944058774,0.2839679737,0.0009225435011,0.02215290841,0.9075196145,0.7088029492,5.796443617,0.4629102806,,3.142768754,0.2055578055
SC4212E0-PSG@W,sleep_edfx_staged,SC4212E0-PSG,ok,,2,100,12000,0.5806202046,0.1888518723,0.5074235009,4.746965571,-0.1580738629,1.566694666,0.5738630784,0.1085711566,0.003509718778,0.03030342293,0.7509722933,0.5822831354,27.02847639,0.6464077295,,0.8559604311,-0.002688668998
SC4221E0-PSG@N3,sleep_edfx_staged,SC4221E0-PSG,ok,,2,100,12000,0.6672442364,0.05343744545,0.08594116036,0.1343590116,0.8956692814,2.060420119,0.3915722742,0.3012484567,0.0003280474241,0.02041966877,0.8773229427,0.5067617503,6.739361301,0.4911477042,,1.83697789,-0.0009830254861
SC4221E0-PSG@W,sleep_edfx_staged,SC4221E0-PSG,ok,,2,100,12000,0.3571506092,0.2979451525,0.4615610272,1.667925229,-0.1334633644,1.141744097,0.7046639971,0.03062047198,0.001475586969,0.07748778762,0.2304057822,0.5107840508,42.58755948,0.9652237961,,0.1536286197,0.01235920908
SC4222E0-PSG@N3,sleep_edfx_staged,SC4222E0-PSG,ok,,2,100,12000,0.8472493551,0.007300282057,0.1713240797,0.5045464624,1.419585649,2.608967759,0.3674882955,0.2902741099,0.0003162494903,0.03077229091,0.8421692282,0.5917834091,7.689258818,0.5162419973,,2.507204819,0.01035699152
SC4222E0-PSG@W,sleep_edfx_staged,SC4222E0-PSG,ok,,2,100,12000,0.3924408054,0.320474719,0.4963155082,2.050233975,-0.09444804323,1.03366944,0.7935255737,0.01382328401,0.0007364630727,0.04377293184,0.6461116585,0.577632386,37.14312968,0.7408777037,,0.3939018812,0.004795708505
SC4241E0-PSG@N3,sleep_edfx_staged,SC4241E0-PSG,ok,,2,100,12000,0.904910141,0.002193237198,0.1222773408,0.3198905897,1.59888807,2.94434648,0.3184898561,0.3517636131,0.0005012344925,0.0150318314,0.9100304421,0.7336650979,5.46734638,0.5043749964,,2.932966407,0.2627294329
SC4241E0-PSG@W,sleep_edfx_staged,SC4241E0-PSG,ok,,2,100,12000,0.4310942955,0.3174359724,0.4022794216,0.9497847401,-0.2312887881,1.386929978,0.699681105,0.03183654656,0.001315628953,0.03901459736,0.6592706301,0.6342082056,36.75670034,0.7019196885,,0.4683843447,0.001777149297
SC4242E0-PSG@N3,sleep_edfx_staged,SC4242E0-PSG,ok,,2,100,12000,0.8622888239,0.006931913546,0.1240754679,0.3179033599,1.132315013,2.620348553,0.3571072702,0.3229633364,0.0003845715278,0.02225900671,0.8738309827,0.7386383539,7.131345465,0.5498419127,,2.528300144,0.3759448708
