recording_id,subject,label,bis_rbr,bis_bsr,bis_quazi,bis_sfs,n_channels,n_samples,sfreq,channels
SC4041E0-PSG@N1,SC4041E0-PSG,N1,-0.457919,0.0372917,0.036625,3.23381,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4041E0-PSG@N2,SC4041E0-PSG,N2,-2.93319,0.002125,0.000416667,5.58268,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4041E0-PSG@N3,SC4041E0-PSG,N3,-2.97435,0,0.00420833,6.52126,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4041E0-PSG@REM,SC4041E0-PSG,REM,-0.380606,0.00445833,0.024,2.28124,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4042E0-PSG@W,SC4042E0-PSG,W,0.503271,0,0,2.4766,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4042E0-PSG@N1,SC4042E0-PSG,N1,-0.347968,0.00941667,0.02125,2.68812,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4042E0-PSG@N2,SC4042E0-PSG,N2,-3.10892,0,0.00420833,4.67428,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4042E0-PSG@N3,SC4042E0-PSG,N3,-2.70975,0,0,6.15812,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4042E0-PSG@REM,SC4042E0-PSG,REM,-0.596805,0.00795833,0.0113333,3.31369,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4051E0-PSG@W,SC4051E0-PSG,W,0.325941,0,0,3.48177,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4051E0-PSG@N1,SC4051E0-PSG,N1,-1.537,0.00216667,0.00691667,4.55904,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4051E0-PSG@N2,SC4051E0-PSG,N2,-2.72242,0,0.00241667,4.88618,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4051E0-PSG@N3,SC4051E0-PSG,N3,-2.56669,0,0,6.94816,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4051E0-PSG@REM,SC4051E0-PSG,REM,-1.3331,0.00904167,0.014625,4.19535,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4052E0-PSG@W,SC4052E0-PSG,W,0.360826,0,0,2.90341,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4052E0-PSG@N1,SC4052E0-PSG,N1,-0.659653,0.00225,0.00470833,3.27632,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4052E0-PSG@N2,SC4052E0-PSG,N2,-2.50079,0,0,4.90771,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4052E0-PSG@N3,SC4052E0-PSG,N3,-2.12133,0,0,6.04747,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4052E0-PSG@REM,SC4052E0-PSG,REM,-1.35797,0,0,3.87888,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4061E0-PSG@W,SC4061E0-PSG,W,0.758707,0.0156667,0.0609167,1.80486,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4061E0-PSG@N1,SC4061E0-PSG,N1,-1.22926,0.016,0.0731667,3.3497,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4061E0-PSG@N2,SC4061E0-PSG,N2,-2.2749,0.0967917,0.096,4.30919,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4061E0-PSG@N3,SC4061E0-PSG,N3,-1.55884,0,0.0146667,6.16417,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4061E0-PSG@REM,SC4061E0-PSG,REM,-0.507044,0.193333,0.132167,3.40492,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4062E0-PSG@W,SC4062E0-PSG,W,0.719347,0,0,2.45063,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4062E0-PSG@N1,SC4062E0-PSG,N1,-0.291863,0.00883333,0.062625,2.57427,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4062E0-PSG@N2,SC4062E0-PSG,N2,-3.53896,0.004875,0.016,6.36084,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4062E0-PSG@N3,SC4062E0-PSG,N3,-2.649,0,0,7.84773,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4062E0-PSG@REM,SC4062E0-PSG,REM,-1.31428,0.010125,0.0354583,4.97425,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4071E0-PSG@W,SC4071E0-PSG,W,0.396032,0,0,2.49709,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4071E0-PSG@N1,SC4071E0-PSG,N1,-1.3037,0.0272083,0.0568333,3.33514,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4071E0-PSG@N2,SC4071E0-PSG,N2,-3.04044,0,0.00216667,5.86,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4071E0-PSG@N3,SC4071E0-PSG,N3,-2.65834,0,0,7.43531,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4071E0-PSG@REM,SC4071E0-PSG,REM,-1.87869,0,0.0192083,4.88214,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4072E0-PSG@W,SC4072E0-PSG,W,0.316343,0,0,2.56823,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4072E0-PSG@N1,SC4072E0-PSG,N1,-0.752877,0,0.00433333,2.45309,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4072E0-PSG@N2,SC4072E0-PSG,N2,-1.55625,0,0,2.39719,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4072E0-PSG@N3,SC4072E0-PSG,N3,-2.28583,0,0,6.4671,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4072E0-PSG@REM,SC4072E0-PSG,REM,-1.66367,0,0.00270833,3.79859,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4081E0-PSG@W,SC4081E0-PSG,W,-0.251849,0,0,3.09257,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4081E0-PSG@N1,SC4081E0-PSG,N1,-1.61807,0.002125,0.0075,3.09812,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4081E0-PSG@N3,SC4081E0-PSG,N3,-3.1153,0,0,7.79606,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4081E0-PSG@REM,SC4081E0-PSG,REM,-1.37356,0,0,2.44602,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4082E0-PSG@W,SC4082E0-PSG,W,-0.139962,0,0,4.03435,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4082E0-PSG@N1,SC4082E0-PSG,N1,-1.63149,0,0.004375,3.44232,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4082E0-PSG@N2,SC4082E0-PSG,N2,-2.94873,0,0.002125,6.22199,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4082E0-PSG@N3,SC4082E0-PSG,N3,-2.69394,0,0,7.65114,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4082E0-PSG@REM,SC4082E0-PSG,REM,-1.2555,0.00245833,-0.00245833,2.5591,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4091E0-PSG@W,SC4091E0-PSG,W,0.719288,0,0,2.04259,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4091E0-PSG@N1,SC4091E0-PSG,N1,-0.505688,0.00216667,4.16667e-05,2.86856,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4091E0-PSG@N2,SC4091E0-PSG,N2,-2.99129,0.004375,0.0129583,5.91781,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4091E0-PSG@N3,SC4091E0-PSG,N3,-2.27951,0,0,6.42149,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
SC4091E0-PSG@REM,SC4091E0-PSG,REM,-0.793271,0,0.00933333,2.72336,2,12000,100,EEG Fpz-Cz|EEG Pz-Oz
