recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_high,exponent_low,lempel_ziv,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4021E0-PSG@N3,sleep_edfx_five_stage,SC4021E0-PSG,ok,,2,100,12000,0.9258741519,0.0008945152235,0.01884399396,0.03819894451,1.917449697,3.284823631,0.2404245459,0.3579133441,0.0005273195204,0.007199479262,0.9380633314,0.7738424642,4.440572888,0.4193828034,,3.36102824,0.2804558653
SC4021E0-PSG@REM,sleep_edfx_five_stage,SC4021E0-PSG,ok,,2,100,12000,0.6922326113,0.02960655786,0.3071047691,1.407335519,2.099518574,1.994040214,0.4729595125,0.1699284105,0.0003853923303,0.1154851954,0.5953792307,0.8891646294,13.97658698,0.6970793519,,1.849534533,0.07284759975
SC4021E0-PSG@W,sleep_edfx_five_stage,SC4021E0-PSG,ok,,2,100,12000,0.3263863434,0.3311053814,0.4867619759,1.79656581,-0.1408947263,0.9876166854,0.7760854512,-0.07690007851,0.001759398453,0.1010493145,0.1520198653,0.7669232535,42.94831479,0.9823003352,,0.5967394266,0.03264719352
SC4022E0-PSG@N1,sleep_edfx_five_stage,SC4022E0-PSG,ok,,2,100,12000,0.5297877042,0.07246821453,0.02874550227,-0.01520493753,0.794906339,1.824016041,0.4044447456,0.2020447413,0.0006990126674,0.05130101618,0.722269796,0.8407543623,27.88375842,0.5797302455,,1.507446282,0.08985811593
SC4022E0-PSG@N2,sleep_edfx_five_stage,SC4022E0-PSG,ok,,2,100,12000,0.8072010616,0.008175205157,0.3895656386,3.365974722,-0.05541171557,2.436552571,0.3612596803,0.2423940367,0.0006062617729,0.02746255971,0.8151955455,0.7756770796,10.25128641,0.5700716162,,2.797411136,0.2993367516
SC4022E0-PSG@N3,sleep_edfx_five_stage,SC4022E0-PSG,ok,,2,100,12000,0.9171377311,0.001615843441,0.2115555234,0.7285941374,-0.5212688724,3.255045641,0.24623792,0.3109822162,0.0003755394312,0.005183790351,0.952320161,0.7246183677,3.92811533,0.3783542534,,3.372189909,0.1423177418
SC4022E0-PSG@REM,sleep_edfx_five_stage,SC4022E0-PSG,ok,,2,100,12000,0.7478273715,0.02443031875,0.4121261749,3.995554733,0.7936299773,2.273261362,0.4073514326,0.2095097481,0.0002903593053,0.04638166631,0.7407879738,0.9033686549,10.65458252,0.6231362286,,2.156549863,0.0222380012
SC4022E0-PSG@W,sleep_edfx_five_stage,SC4022E0-PSG,ok,,2,100,12000,0.5580016006,0.2343255183,0.4634906766,2.253681423,-0.1894116323,1.893269201,0.5011959013,0.1848092195,0.004330031546,0.01633565724,0.8591152514,0.5928969087,20.77796851,0.5685270968,,1.038434521,0.01962805385
SC4031E0-PSG@N1,sleep_edfx_five_stage,SC4031E0-PSG,ok,,2,100,12000,0.5900028583,0.06827844635,0.2937865702,1.080276601,3.07429462,1.613139302,0.6104042874,0.09410222247,0.0007975324001,0.1881318887,0.4354006204,0.7788466543,19.29932866,0.7687405254,,1.654230905,0.001519673739
SC4031E0-PSG@N2,sleep_edfx_five_stage,SC4031E0-PSG,ok,,2,100,12000,0.681178168,0.0192040589,0.2548251148,0.9625011968,1.617286906,1.762289184,0.5726173554,0.1486376409,0.0003047464499,0.08668114212,0.5258225735,0.7767747269,14.42968244,0.7259724941,,2.018070117,0.2368287942
SC4031E0-PSG@N3,sleep_edfx_five_stage,SC4031E0-PSG,ok,,2,100,12000,0.8795894754,0.003744394811,0.09727598466,0.2358000007,1.661669226,2.811723877,0.3118459999,0.294812854,0.0007296110766,0.01696283079,0.8790948884,0.733258559,6.313129609,0.4989198213,,2.796000118,0.09103543171
SC4031E0-PSG@REM,sleep_edfx_five_stage,SC4031E0-PSG,ok,,2,100,12000,0.5824033322,0.06018572862,0.278562697,0.9878331306,2.695285608,1.636579671,0.5626515711,0.1759656961,0.0005021665085,0.1884784693,0.4784977197,0.9637525381,19.66411443,0.7481216488,,1.669014348,0.01378181274
SC4031E0-PSG@W,sleep_edfx_five_stage,SC4031E0-PSG,ok,,2,100,12000,0.5397271653,0.1895519506,0.4317194659,2.066421586,-0.1040894168,1.406882696,0.7436966522,0.01879876582,0.002008954173,0.1039860189,0.4724355747,0.9851974682,38.4999524,0.8423500923,,0.660776312,0.05130239302
SC4032E0-PSG@N1,sleep_edfx_five_stage,SC4032E0-PSG,ok,,2,100,12000,0.4781685137,0.1248696601,0.2685521467,0.701359176,3.619479742,1.368145805,0.699681105,0.0547168541,0.0003367082018,0.1724221631,0.3913535565,0.9349407671,27.45190608,0.8298761794,,1.560393441,0.1828530763
SC4032E0-PSG@N2,sleep_edfx_five_stage,SC4032E0-PSG,ok,,2,100,12000,0.6715761955,0.0147347566,0.3407906858,2.001620409,2.481681995,1.731300873,0.6083280824,0.1166242703,0.0003793078863,0.09320183299,0.4997565045,0.8430937756,14.43184539,0.7277141575,,2.154747767,0.3132082222
SC4032E0-PSG@N3,sleep_edfx_five_stage,SC4032E0-PSG,ok,,2,100,12000,0.8558505726,0.00329104978,0.1080188976,0.2702392707,2.090641888,2.739652256,0.3230575072,0.3240797042,0.0005393417365,0.02031346212,0.8732229628,0.7375432778,6.745097658,0.5054706484,,2.85906237,0.2299169518
SC4032E0-PSG@REM,sleep_edfx_five_stage,SC4032E0-PSG,ok,,2,100,12000,0.5869147068,0.05290145483,0.4006410429,2.974256846,2.306464656,1.77664755,0.5555924739,0.1420549005,0.0003326325546,0.09683396281,0.6011788707,0.7904313487,21.68654951,0.6967697681,,1.589353703,0.07659747273
SC4032E0-PSG@W,sleep_edfx_five_stage,SC4032E0-PSG,ok,,2,100,12000,0.3486720733,0.3102717484,0.4507869071,1.446794848,-0.1285699333,0.9572401589,0.8176095524,-0.06083163016,0.0004075750058,0.09644424959,0.3833272237,0.8687032467,40.98088944,0.8978119715,,0.4108485676,0.04178512824
SC4041E0-PSG@N1,sleep_edfx_five_stage,SC4041E0-PSG,ok,,2,100,12000,0.3660473346,0.1530730183,0.2331075578,0.4559052115,2.256829589,1.502622772,0.6718599572,0.0200573968,0.0004025241376,0.1074989181,0.4480450355,0.7041758168,31.65207553,0.8200271221,,1.412983928,0.08815139042
SC4041E0-PSG@N2,sleep_edfx_five_stage,SC4041E0-PSG,ok,,2,100,12000,0.692575714,0.0138459093,0.3908323425,3.306980477,1.855330465,1.89605762,0.5518553048,0.1597025325,0.0004199696745,0.09156966995,0.6338717903,0.7563158375,14.14526917,0.6736143945,,2.189561117,0.4359988631
SC4041E0-PSG@N3,sleep_edfx_five_stage,SC4041E0-PSG,ok,,2,100,12000,0.8035506998,0.004884518542,0.2861486125,1.311672153,1.545482048,2.449617758,0.3687340185,0.2686215957,0.0008698576099,0.06479539967,0.7985418166,0.6949859983,11.30755361,0.5461724257,,2.669025159,0.4350589891
SC4041E0-PSG@REM,sleep_edfx_five_stage,SC4041E0-PSG,ok,,2,100,12000,0.5862418161,0.08152576937,0.3931189088,2.386524896,1.602155938,1.783915776,0.6079128414,0.1107374664,0.0002892049195,0.1018972913,0.5519176535,0.7325959829,28.19834652,0.7477767958,,1.597911035,0.003712077521
SC4041E0-PSG@W,sleep_edfx_five_stage,SC4041E0-PSG,ok,,2,100,12000,0.5593290315,0.1285892635,0.2617215186,0.6524931603,0.1957444543,1.920523881,0.4725442715,0.150516447,0.001545684276,0.02293812927,0.7986143362,0.5420803499,12.25298014,0.6117641086,,0.9029832332,0.01522122085
SC4042E0-PSG@N1,sleep_edfx_five_stage,SC4042E0-PSG,ok,,2,100,12000,0.3058593105,0.1902825632,0.162227422,0.1549641781,2.511596752,1.374148733,0.6722751982,0.03734348106,0.0003590524338,0.1024061244,0.4223506354,0.6990486264,33.45274556,0.8426028068,,1.300292864,0.00474153916
SC4042E0-PSG@N2,sleep_edfx_five_stage,SC4042E0-PSG,ok,,2,100,12000,0.651243373,0.01933503051,0.178255081,0.5086941478,2.169044504,1.642548132,0.5892269958,0.09967577835,0.0002575552276,0.1432351221,0.5462280228,0.7148773858,14.27556857,0.7218408912,,2.04181236,0.4542777935
SC4042E0-PSG@N3,sleep_edfx_five_stage,SC4042E0-PSG,ok,,2,100,12000,0.791551041,0.005231530689,0.3117481836,1.6196172,1.961368718,2.409984204,0.383682695,0.2295871709,0.0006642518711,0.05868230319,0.8140268051,0.6769896484,10.74682505,0.5031720365,,2.576010104,0.4806439683
SC4042E0-PSG@REM,sleep_edfx_five_stage,SC4042E0-PSG,ok,,2,100,12000,0.5188243626,0.09362856014,0.3833411809,2.058607211,2.196224891,1.612686235,0.6544198347,0.06052677931,0.0001998870229,0.1401222515,0.4789288809,0.7060497171,27.92915238,0.777046638,,1.498929251,0.07932257729
SC4042E0-PSG@W,sleep_edfx_five_stage,SC4042E0-PSG,ok,,2,100,12000,0.4737367796,0.2872898,0.5427509738,3.955699701,-0.1773878571,1.381485748,0.6623094139,0.06644322537,0.0008628712147,0.03869983863,0.6887743656,0.6477036534,34.90884195,0.7058088361,,0.6909289462,0.0209801616
SC4051E0-PSG@N1,sleep_edfx_five_stage,SC4051E0-PSG,ok,,2,100,12000,0.7172902033,0.02316759314,0.2554964996,0.9524592038,2.241957681,1.615994864,0.5767697655,0.1099167395,0.000378087643,0.3125805871,0.361425861,0.8099889858,14.37845421,0.7402974448,,1.798593132,0.5815732724
SC4051E0-PSG@N2,sleep_edfx_five_stage,SC4051E0-PSG,ok,,2,100,12000,0.7331239933,0.01371591155,0.395310797,3.482409105,1.518070662,1.992537575,0.5414742795,0.1820389683,0.000735123188,0.07524095688,0.6205782275,0.750195581,14.09580217,0.6936601002,,2.236711746,0.003798064241
SC4051E0-PSG@N3,sleep_edfx_five_stage,SC4051E0-PSG,ok,,2,100,12000,0.8665503168,0.00277054439,0.2082014688,0.705414809,1.729466635,2.806642428,0.3284556404,0.2661976626,0.001293918646,0.03142603404,0.8504452818,0.7821415357,7.411472697,0.5108031002,,2.852659829,0.02053700656
SC4051E0-PSG@REM,sleep_edfx_five_stage,SC4051E0-PSG,ok,,2,100,12000,0.7304534847,0.02668661175,0.3527232186,2.112935676,1.950063567,1.91630094,0.5452114486,0.1562223822,0.000290836236,0.1153115806,0.5673433371,0.7231921759,13.49821871,0.7102407688,,1.862611855,-0.01037639609
SC4051E0-PSG@W,sleep_edfx_five_stage,SC4051E0-PSG,ok,,2,100,12000,0.5036838337,0.2176010524,0.4225932212,1.685179295,-0.02990228819,1.690046011,0.5709563913,0.03564165466,0.00054570769,0.02713737267,0.7967979035,0.5932566687,26.62823974,0.6114108519,,0.890856707,0.002404686815
SC4052E0-PSG@N1,sleep_edfx_five_stage,SC4052E0-PSG,ok,,2,100,12000,0.6409511535,0.05391517376,0.3758286843,2.308434003,1.063406418,1.792175245,0.5933794059,0.1215553142,0.0007368988228,0.1817171147,0.494640849,0.8923179412,21.61294954,0.7579514957,,1.555329345,0.02990640263
SC4052E0-PSG@N2,sleep_edfx_five_stage,SC4052E0-PSG,ok,,2,100,12000,0.7245007895,0.01725286288,0.2936705206,1.326058391,1.584841658,1.865504309,0.5726173554,0.1641208829,0.0006016161465,0.07438390349,0.5419313067,0.7998614626,14.33946147,0.7288237801,,1.953450001,0.03423438363
SC4052E0-PSG@N3,sleep_edfx_five_stage,SC4052E0-PSG,ok,,2,100,12000,0.8374734807,0.004712950368,0.1917635143,0.6098239914,1.397033812,2.678870828,0.350878655,0.2609697157,0.001880670523,0.03822482703,0.8418946706,0.8846304138,8.419358819,0.5043492637,,2.706750298,-0.002417270051
SC4052E0-PSG@REM,sleep_edfx_five_stage,SC4052E0-PSG,ok,,2,100,12000,0.6965301243,0.03500344984,0.182393943,0.4920572632,1.595833338,1.784101244,0.5896422368,0.1332834222,0.0003469597802,0.1111758797,0.5024288231,0.8640303084,16.37342545,0.7493975069,,1.743462257,-0.003402692891
SC4052E0-PSG@W,sleep_edfx_five_stage,SC4052E0-PSG,ok,,2,100,12000,0.4769973379,0.2018303149,0.4335003488,1.986593624,-0.1882356974,1.691691962,0.6419626043,0.0554830182,0.001776975986,0.04157747579,0.7102558861,0.7421771115,34.45349378,0.678926931,,1.068026592,0.02601233725
SC4061E0-PSG@N1,sleep_edfx_five_stage,SC4061E0-PSG,ok,,2,100,12000,0.5201765849,0.08770752271,0.1257469666,0.1958667171,2.549012266,1.288981422,0.628674892,0.09130883709,0.0008149578919,0.1731548151,0.4068918476,0.6723300777,26.59251524,0.8129506129,,1.530285372,0.1219398087
SC4061E0-PSG@N2,sleep_edfx_five_stage,SC4061E0-PSG,ok,,2,100,12000,0.637369339,0.02688365964,0.4132227143,3.989068178,1.029106499,1.73047541,0.5622363301,0.1451467347,0.0003326922616,0.1129197285,0.6044896142,0.5683196103,14.69255344,0.7044930927,,1.958217645,0.3801761982
SC4061E0-PSG@N3,sleep_edfx_five_stage,SC4061E0-PSG,ok,,2,100,12000,0.8914310816,0.003726127306,0.1158607926,0.2953291663,0.5710334845,2.87160887,0.2607713554,0.3340387473,0.0006337909949,0.007104785227,0.9495629514,0.5331507076,4.017828116,0.4010575104,,2.92172107,0.1117913939
SC4061E0-PSG@REM,sleep_edfx_five_stage,SC4061E0-PSG,ok,,2,100,12000,0.6348640548,0.05465483131,0.2842329351,1.056813461,0.8362510446,1.892193065,0.5468724126,0.1925181209,0.0004614448139,0.0803380096,0.6104990713,0.5798076835,20.14708397,0.7119427345,,1.549841621,0.08978016978
SC4061E0-PSG@W,sleep_edfx_five_stage,SC4061E0-PSG,ok,,2,100,12000,0.4058901167,0.2839978217,0.5565166763,4.849168574,-0.1600821517,1.240753442,0.7108926123,-0.01004449048,0.001405093064,0.04014479165,0.6088509785,0.5217275124,39.16622608,0.7683560915,,0.291120941,0.01280113226
SC4062E0-PSG@N1,sleep_edfx_five_stage,SC4062E0-PSG,ok,,2,100,12000,0.5831895463,0.08164408359,0.4753394041,6.635611787,1.130351781,1.372600029,0.6128957335,0.08614351873,0.0003492721055,0.4160211363,0.3044263729,0.9507131744,27.00921226,0.7472829629,,1.311473416,0.5690611385
SC4062E0-PSG@N2,sleep_edfx_five_stage,SC4062E0-PSG,ok,,2,100,12000,0.743214725,0.007836070723,0.4233511593,5.206024417,2.275265603,2.074869007,0.4742052355,0.2267770048,0.0005883595058,0.06849632814,0.7002819546,0.6848014087,13.84775145,0.6368474986,,2.461142139,0.5375640887
SC4062E0-PSG@N3,sleep_edfx_five_stage,SC4062E0-PSG,ok,,2,100,12000,0.9201859062,0.00108706824,0.05540612674,0.1232486682,1.586511723,3.171166452,0.2711523807,0.3993398557,0.0003890187588,0.009029536918,0.927662302,0.8460977611,4.85007127,0.4472353776,,3.308584495,0.251702834
SC4062E0-PSG@REM,sleep_edfx_five_stage,SC4062E0-PSG,ok,,2,100,12000,0.7665763888,0.01907145298,0.3437275701,2.015533198,2.119517352,2.272828502,0.4339268574,0.1930888608,0.0004019537244,0.06671703125,0.6917687415,0.9813498446,11.27220446,0.6385317193,,2.104150728,0.2322152196
SC4062E0-PSG@W,sleep_edfx_five_stage,SC4062E0-PSG,ok,,2,100,12000,0.4081551547,0.3039913347,0.5128201531,2.592585971,-0.3147417758,1.302001054,0.7561538826,-0.03386672947,0.001780801838,0.07845210055,0.3754636296,0.9267912186,41.76003068,0.9017961791,,0.2194728118,-0.002078959447
SC4071E0-PSG@N1,sleep_edfx_five_stage,SC4071E0-PSG,ok,,2,100,12000,0.3952907833,0.114764875,0.2278991436,0.5175276237,2.692010026,1.040497555,0.700096346,-0.02062842225,0.0002039137355,0.2377415142,0.4141656633,0.8595254223,28.02565995,0.8210623124,,1.339796493,0.04832984436
SC4071E0-PSG@N2,sleep_edfx_five_stage,SC4071E0-PSG,ok,,2,100,12000,0.7251566079,0.01034541886,0.2850119711,1.271067965,1.791473099,2.027621642,0.5306780132,0.1416100757,0.0004393366851,0.1021352242,0.6474735238,0.7198380002,13.83808395,0.6607249462,,2.290388265,0.1777108753
SC4071E0-PSG@N3,sleep_edfx_five_stage,SC4071E0-PSG,ok,,2,100,12000,0.8663820929,0.002555194199,0.04282641956,0.09062867431,1.784661364,2.862602385,0.3027106976,0.2904941186,0.0008658935116,0.02447122529,0.9009529532,0.7717451602,6.599765953,0.4393835456,,2.87565398,0.2408706658
SC4071E0-PSG@REM,sleep_edfx_five_stage,SC4071E0-PSG,ok,,2,100,12000,0.6764042357,0.02557679421,0.355335915,2.175561244,2.500420069,1.720626725,0.59504037,0.06260737603,0.0003250686939,0.1413074314,0.5965053605,0.8622860564,14.51516119,0.6931435066,,1.982088874,0.02454072819
SC4071E0-PSG@W,sleep_edfx_five_stage,SC4071E0-PSG,ok,,2,100,12000,0.4687539164,0.2537563062,0.5000124329,2.941174962,-0.430999914,1.328783767,0.6436235684,0.01238985526,0.0008183208366,0.05251016392,0.6482203122,0.741873833,37.00997911,0.7333783292,,0.8235506509,-0.002611719471
SC4072E0-PSG@N1,sleep_edfx_five_stage,SC4072E0-PSG,ok,,2,100,12000,0.2425719678,0.2399974092,0.2309596131,0.2852178892,2.32273688,0.7184051283,0.8774042581,-0.1266744253,0.0002185399193,0.2080332081,0.2302984923,0.7502103121,39.31826784,0.9277858626,,0.9208480068,0.04441782619
SC4072E0-PSG@N2,sleep_edfx_five_stage,SC4072E0-PSG,ok,,2,100,12000,0.6327974171,0.0718674081,0.4505951678,4.859017766,1.207381486,1.464221361,0.560160125,0.1165956149,0.0005442975501,0.1330995447,0.5157283081,0.8750725281,28.42242686,0.7737877875,,1.664827279,0.3577598173
SC4072E0-PSG@N3,sleep_edfx_five_stage,SC4072E0-PSG,ok,,2,100,12000,0.8671271401,0.003639776851,0.0623510228,0.1377370256,1.730934655,2.741827858,0.3085240718,0.2835721154,0.0007220318074,0.03091765169,0.8709250115,0.8138441824,7.617313542,0.5044256813,,2.856373061,0.3885127177
SC4072E0-PSG@REM,sleep_edfx_five_stage,SC4072E0-PSG,ok,,2,100,12000,0.6022117554,0.05292073069,0.2423934567,0.7601487001,2.523472548,1.362241649,0.6976048999,0.0580139647,0.0001417886437,0.2126686013,0.4122308958,0.8120009002,21.15256909,0.7946417816,,1.645344397,-0.001343550578
SC4072E0-PSG@W,sleep_edfx_five_stage,SC4072E0-PSG,ok,,2,100,12000,0.3699592541,0.2730539817,0.4971785729,2.588128287,0.01557077035,1.111530069,0.8014151529,-0.1020361301,0.001044658686,0.06109389598,0.6182592048,0.6559750523,37.3911711,0.7673684203,,0.5149946367,-0.00231624462
SC4081E0-PSG@N1,sleep_edfx_five_stage,SC4081E0-PSG,ok,,2,100,12000,0.4381626069,0.1432044635,0.2396705042,0.5063338587,4.310692042,0.8498260726,0.7216888786,-0.04245357043,0.0002586018531,0.2567427912,0.2543575733,0.8217755059,25.62152865,0.8619925674,,1.421489552,0.01092145665
SC4081E0-PSG@N2,sleep_edfx_five_stage,SC4081E0-PSG,ok,,2,100,12000,0.7960727704,0.0081712224,0.3759909392,2.903362976,2.698785587,2.162903428,0.4335116164,0.2070174784,0.0002400715077,0.05781569213,0.7244288723,0.705307549,12.56010601,0.6275558099,,2.448172293,0.2244316555
SC4081E0-PSG@N3,sleep_edfx_five_stage,SC4081E0-PSG,ok,,2,100,12000,0.9120357802,0.000999325437,-0.1582120967,-0.4650372928,2.812772602,3.048565896,0.2545427403,0.4272404728,0.001270580994,0.01292553965,0.9309338732,0.857440937,4.709513498,0.4177092656,,3.226080329,0.2476889257
SC4081E0-PSG@REM,sleep_edfx_five_stage,SC4081E0-PSG,ok,,2,100,12000,0.6081449318,0.05522848581,0.2901919378,1.105952091,2.751284602,1.503790141,0.5381523514,0.1344319661,0.0009377308902,0.1364503219,0.5312504764,0.8193950197,21.42485567,0.7494681477,,1.77303445,0.03200967169
SC4081E0-PSG@W,sleep_edfx_five_stage,SC4081E0-PSG,ok,,2,100,12000,0.5414013145,0.08828021369,0.3450509153,1.511437191,0.665851563,1.659269033,0.6016842262,0.1200319773,0.0009431514204,0.04852672985,0.7666449896,0.5667728665,21.74738899,0.6204536315,,1.222108611,0.01640457525
SC4082E0-PSG@N1,sleep_edfx_five_stage,SC4082E0-PSG,ok,,2,100,12000,0.6269756315,0.04692561335,0.4305405876,4.380844378,3.050710891,1.424864986,0.560160125,0.1149048255,0.0001793186122,0.1513188725,0.6009663249,0.6712440879,19.71176653,0.6960884634,,1.830194944,0.03329917336
