subject,task,run,trial,y,f0,f1,f2,f3,f4,f5
S005,executed,R03,29,1.0,14.035701933064516,14.165971230409948,14.776982235367354,13.924517259015852,13.873091693113764,14.276892317095355
S005,executed,R07,1,1.0,12.987472311306956,13.117910946044715,12.912519193874926,14.065951020175069,13.80625088513822,14.00673583940532
S005,executed,R07,3,0.0,14.31031377963337,13.813500261265643,14.112068183687404,14.140333093484351,14.046439757990282,14.224195520818363
S005,executed,R07,5,0.0,14.354672252754627,14.447802796678117,14.651877648378864,13.978260837395675,13.674030792455552,14.012216933185469
S005,executed,R07,7,1.0,13.052333458768436,12.614835701310025,13.165051090938357,13.882896951319537,13.70327188558771,13.74388665127024
S005,executed,R07,9,0.0,13.722616798108568,13.39077920740199,14.152001831520906,13.91270887049845,13.819272688929408,14.039520299030997
S005,executed,R07,11,1.0,13.482615927411068,13.624051352817744,13.731376574365223,13.793080938331967,13.883703322062479,14.180716833427729
S005,executed,R07,13,1.0,13.629473429027367,13.264020407322082,14.080480845332266,14.326594142796601,14.492052957744768,14.564601374849927
S005,executed,R07,15,0.0,14.935666354155977,13.893259118754722,14.823344544506542,14.321997970059542,14.448709227701938,14.381205644548375
S005,executed,R07,17,1.0,13.099836652392117,12.518863454554129,13.3298207124063,14.003947136153052,14.026932524359244,14.257558572341374
S005,executed,R07,19,0.0,13.794733631694118,12.939870325770064,13.68864682792658,13.817572330550176,13.711744945760634,13.872311571000656
S005,executed,R07,21,1.0,13.255774542239797,13.60443314708028,14.037134663258053,13.760049822640468,13.203752106137598,13.500658327507013
S005,executed,R07,23,0.0,13.519840509741881,13.651972152550583,13.725388191422285,14.64022824840304,14.098754633580663,14.526313435173279
S005,executed,R07,25,0.0,13.530539220798229,13.246972140083596,13.705631113590279,14.018264044946863,13.87590502359237,14.225021875691958
S005,executed,R07,27,1.0,14.15071861085906,14.190768670614876,14.605675406699827,14.137706414559045,13.942571902776292,14.173181699736574
S005,executed,R07,29,0.0,14.104749507395486,13.940850408474411,14.163362354948674,13.942976075038715,14.151917508096032,14.001402672293844
S005,executed,R11,1,0.0,13.055290585598245,12.742716489520715,13.403877226250074,13.77397356614686,13.811527528723989,13.78374222913517
S005,executed,R11,3,1.0,14.493262458301858,14.639840468100651,14.716117220388714,13.728837811008068,13.620591100968637,13.780932520104443
S005,executed,R11,5,0.0,13.986959183313859,14.285255222137335,14.342924551273509,13.952157142900607,14.107548212206696,13.64321338728089
S005,executed,R11,7,1.0,13.776348595586894,13.79434632628574,14.17178145862562,13.833899371309078,14.108324589229314,13.987094911473928
S005,executed,R11,9,1.0,13.796965893750642,13.64004100424766,14.120375172134349,14.035645816040436,14.17394869446654,13.93586191335166
S005,executed,R11,11,0.0,14.013688475143654,13.809861135908779,14.27868661293397,14.179284966391146,14.196028509676445,14.341266484465034
S005,executed,R11,13,1.0,13.395434314905552,13.357144305484269,13.736033567637815,14.100169590197611,14.700703392753733,14.495900030591235
S005,executed,R11,15,0.0,13.793719279297525,14.16153499299279,14.222763803460028,14.612153072187883,14.403790972073438,14.725293864492752
S005,executed,R11,17,0.0,13.853405719352883,13.94293104268612,13.905712401062434,14.231789863328057,13.83949520386708,14.211073673416516
S005,executed,R11,19,1.0,13.824050207704653,13.30901218504015,13.604900832332856,13.995418230124882,14.387010943305265,14.779421517270467
S005,executed,R11,21,0.0,15.02756081454422,14.243749302648398,14.966656833358355,14.277915086140915,14.23507460676327,14.668682138507036
S005,executed,R11,23,1.0,14.05945102741132,14.061321057835675,14.281486754721582,14.321256231291953,14.588087019921057,14.589586211977418
S005,executed,R11,25,1.0,13.748913909195515,13.644405623835675,13.814021867743193,15.009587362654507,15.40094359015235,15.850285477060682
S005,executed,R11,27,0.0,13.761491800568551,14.043526244844198,14.0893432603068,14.424511874724052,14.068616536444534,14.664366568483912
S005,executed,R11,29,0.0,13.501674311182455,13.214385406588242,13.420349043654994,14.33513632032327,14.088898869668112,14.103586763632896
S009,executed,R03,1,1.0,16.132293768336694,16.00096347743914,16.17069891622218,16.740835924599647,16.429473557689953,16.03606559784144
S009,executed,R03,3,0.0,15.98959894412926,16.216238649485156,16.374405080719672,16.672168347723566,16.87899941340537,16.166971790064196
S009,executed,R03,5,1.0,15.23145016530973,14.796166488226278,15.215232309250116,16.689734996346036,17.40707675854218,16.52041851758558
S009,executed,R03,7,0.0,15.62183902067502,15.459658940920386,16.017324706487663,16.468386576449344,17.367349160015316,16.381891985367236
S009,executed,R03,9,0.0,16.63648174157509,16.876280533776335,16.682915979907566,16.981141095504388,17.134594103386938,16.24848487640231
S009,executed,R03,11,1.0,15.32337719200465,14.84830734443897,15.340491592220365,16.755596957309507,17.268529699284723,16.366619400727537
S009,executed,R03,13,0.0,15.427733923199211,15.018940269125876,15.332604478533876,16.832057757461808,17.710767163746354,16.665428221749895
S009,executed,R03,15,1.0,15.608848089332202,15.42627984018577,15.385075648296185,16.909489443271738,16.676226496536824,16.02595461097778
S009,executed,R03,17,1.0,14.894632866972072,14.651347295580468,14.9471275869265,16.490646815692152,17.352231198408408,16.360513513428877
S009,executed,R03,19,0.0,15.946821734516343,15.770847792065476,16.1067263926006,16.876909904548725,17.006551955982154,16.293332371061474
S009,executed,R03,21,1.0,15.59664382021487,15.116093518860993,15.356584978807158,16.686112779200467,17.056071468339194,16.060380847196623
S009,executed,R03,23,0.0,15.912421193880302,15.789885637470219,16.028674610969972,16.50433926888825,16.862421750267586,16.043704935339377
S009,executed,R03,25,1.0,14.809580612590953,13.951102929946767,14.619213052867753,16.786616620094488,17.05855183086206,16.229989235891455
S009,executed,R03,27,0.0,15.05375044812894,14.832167953096794,14.62337905297743,16.638417600971735,17.097765774847467,16.302983174409853
S009,executed,R03,29,0.0,15.720346694290573,15.78936761552627,15.636928922919132,16.86478220030557,17.306150526749875,16.699304203702113
S009,executed,R07,1,1.0,15.550758354108421,15.290803713431568,15.348617766437815,16.09733803927521,16.961570715311414,16.3936980552576
S009,executed,R07,3,0.0,15.126356628572232,14.647555493486612,15.19884687612077,15.922161932273537,16.377259612792365,15.757441209616587
S009,executed,R07,5,1.0,15.424476181865591,14.609241387815397,15.01700029691393,16.289298894521238,16.705303206214055,16.12745883694539
S009,executed,R07,7,0.0,15.690202300099493,15.189115301827776,15.592078698701235,16.336774530489436,16.634410800276434,16.305777964022635
S009,executed,R07,9,0.0,15.859612255325203,15.783938544538893,16.07335108348285,15.94114717842366,15.967259731989841,15.650116903911329
S009,executed,R07,11,1.0,16.255412816892196,16.068584946457474,16.306058454466573,16.30948189227176,16.42797237186732,16.147673039984756
S009,executed,R07,13,1.0,15.55490786391408,15.280721229394892,15.733937285532557,15.875110900034498,15.652136691774311,15.696857967092063
S009,executed,R07,15,0.0,15.357282977447603,15.395910984157007,15.351190649758653,15.898842203831546,16.206327065687898,16.00024016921053
S009,executed,R07,17,0.0,15.011426730914112,15.056759380352377,15.287283834437284,16.123841998323826,15.966961066202716,16.01168002216938
S009,executed,R07,19,1.0,15.529605650505804,15.367199804542198,15.504286342613405,16.32874751804699,15.855973693681461,15.975688495408827
S009,executed,R07,21,1.0,15.250857045316433,14.380804949063736,15.143239188116201,15.802674869931302,15.683950695855291,15.616897716406003
S009,executed,R07,23,0.0,15.719805841795262,15.205629869124266,15.526982880712298,16.143710575996256,15.767334309040564,15.80464578090871
S009,executed,R07,25,0.0,15.794083077972486,16.25516275247559,16.663473955199482,15.857014448484014,15.475816459300258,15.517254210708305
S009,executed,R07,27,1.0,15.776593184129325,15.719017504270262,15.83196104998125,15.88552640146124,16.31371220876898,15.730929903897701
S009,executed,R07,29,0.0,15.166896111441929,15.04290432873208,15.390787012471755,16.273430028845905,16.139181137399213,16.031569495771823
S009,executed,R11,1,1.0,14.524581627721103,14.60452892667301,14.692329796855718,16.022234594155275,15.384172216427805,15.67692098334977
S009,executed,R11,3,0.0,16.194452951404518,16.2838875577147,16.561915933783073,15.736412624002417,15.811695253629889,15.69988871626807
S009,executed,R11,5,1.0,15.349769557182334,15.35977238675692,15.46426230845266,15.541617822595066,15.656963585815646,15.471812070243121
S009,executed,R11,7,0.0,15.617781045347714,15.29802526197903,15.471465451036813,15.908352846030121,15.527702557844036,15.776397314595235
S009,executed,R11,9,0.0,15.450739725739595,14.990611235998974,15.249431071743249,15.62632775120475,15.677047445956143,15.637402618225062
S009,executed,R11,11,1.0,15.537787136155345,15.172332419769848,15.16014476415264,16.262945295441504,16.593613079361972,16.14647743842433
S009,executed,R11,13,0.0,15.71634029846148,15.518701813911855,15.595776389776743,16.09070236211381,15.967069333158577,15.981180764699975
S009,executed,R11,15,1.0,14.930062646365746,14.540835798252438,14.45908638288518,15.950911453106137,16.3474720648605,16.080171088515847
S009,executed,R11,17,0.0,15.559567328914142,15.34480334790168,15.661305031451604,15.81584679178136,15.973603510382777,15.802425952867777
S009,executed,R11,19,1.0,15.489276486006856,15.406044652379856,15.545461855045406,15.885544435043945,16.04352671308715,15.863588852060108
S009,executed,R11,21,0.0,16.740753300280854,16.576621292165,17.029776812645622,16.43328844744565,16.15295054988678,16.183136153990088
S009,executed,R11,23,1.0,15.2947049855194,15.531740583646203,15.752833720698685,16.016533980443494,16.451569001331084,16.03597131496443
S009,executed,R11,25,0.0,16.129067891877163,15.91070973416568,16.106310030656424,15.95986437950028,15.703768512634532,15.674978236293805
S009,executed,R11,27,1.0,16.76596575568719,17.17039789334022,17.298629377175875,16.150498635317525,16.378822538446453,16.33972728407284
S009,executed,R11,29,1.0,15.58150635389015,15.50643376874699,15.778790830264262,16.35396075412826,16.386713465374864,16.284482113426844
S013,executed,R03,1,0.0,15.507498421657369,14.935575295662524,15.273064566258407,16.39849469220493,15.782543887848497,15.864610836672874
S013,executed,R03,3,1.0,15.504833761713732,15.39121878370424,15.520954543872685,16.552933538983666,15.985165853492528,16.38597019241323
S013,executed,R03,5,0.0,16.667608118980507,16.213977175167,16.776071817960016,16.359833282258595,15.552961064401305,16.036218299013946
S013,executed,R03,7,1.0,15.167386622952026,15.025832802545503,15.523152462444292,16.329285154281507,15.525472817852068,16.11230103040768
S013,executed,R03,9,1.0,16.686531048714063,16.32305543473684,16.67775264063603,17.03451383091286,16.23184512293994,16.783358479865807
S013,executed,R03,11,0.0,14.558473029682062,13.95107161993665,14.28554207466888,16.368226830321056,15.710918812808718,15.945292138953212
S013,executed,R03,13,0.0,15.661056091468177,14.977371211819376,15.466471757362177,16.62341749475298,15.454227061516937,16.498469288319995
S013,executed,R03,15,1.0,14.591920328206998,15.185784742043916,14.9768800777575,16.918096545402424,16.28187143836752,16.513577469410134
S013,executed,R03,17,1.0,15.792464526073335,15.140640820736442,15.542195879705174,16.758929549829453,15.769230351924266,16.340117322869272
S013,executed,R03,19,0.0,15.156832608101212,14.916755903609664,14.670610532334742,16.92715719982485,16.137587612375416,16.54266659869353
S013,executed,R03,21,1.0,15.942986844815566,15.560327308918712,15.83114088747113,16.664596510080127,16.389594465886937,16.128974090293642
S013,executed,R03,23,0.0,18.289470436843704,14.735194148978186,15.170320849755722,17.95870104519312,16.687090795291287,16.66240977998347
S013,executed,R03,25,0.0,15.520714442965478,15.274269513017158,15.614481642159532,17.08199160742851,16.161998716049574,16.632879584500134
S013,executed,R03,27,1.0,16.78857870731255,16.311937708153184,16.916173285496367,16.55742084087812,15.91602626319044,16.50620217507294
S013,executed,R03,29,0.0,15.354789811142744,15.05392523774046,15.728382496637922,16.420428023162668,15.561143985961216,15.863456243070534
S013,executed,R07,1,1.0,14.986416705653252,14.141071030579269,14.62097729977854,16.42663749725499,15.875864104741977,16.298561206090962
S013,executed,R07,3,0.0,15.497199462096571,15.365551222960368,15.560692692109596,16.7559157111988,15.927387796973418,16.26540131285367
S013,executed,R07,5,0.0,16.162975659994075,15.647739598089537,16.284588290378952,15.76458416311709,15.771299279175544,16.051699435490605
S013,executed,R07,7,1.0,14.889196183911512,14.366616165129532,15.009339149537258,16.51419673444032,16.213701054763717,16.447891782451496
S013,executed,R07,9,0.0,16.54029887951695,15.808674032099248,16.370856198225418,16.55620145559598,16.2339690877846,16.46515594322201
S013,executed,R07,11,1.0,15.257689568604208,14.250335608032863,14.950438736452766,16.484840324597464,16.252579698496902,16.462916920625243
S013,executed,R07,13,0.0,15.908636951903548,15.933428880466057,16.097134679664407,16.82824761492117,16.337963187370825,16.780132051941784
S013,executed,R07,15,1.0,15.650136485687169,15.682800592336656,15.856941001843584,16.584746603427643,16.08460174240235,16.16489843022176
S013,executed,R07,17,1.0,15.5538330979692,15.093381285605652,15.487213036586642,16.333329626984668,15.897317919212899,16.294903251350156
S013,executed,R07,19,0.0,15.970589849273921,15.698547687921739,16.3055021442824,16.889332726334985,15.90903480785477,16.47542563030858
S013,executed,R07,21,0.0,16.185086495899537,15.55859916256506,16.220606678675622,16.65245784963653,16.00062441397448,16.604027727595803
S013,executed,R07,23,1.0,15.819059894119286,15.513183942000548,15.729565001935873,16.48873704648883,16.40270406752832,16.52276093537013
S013,executed,R07,25,0.0,15.79916152085974,15.198380184030446,15.559593023544863,16.484428705367772,15.978997903871472,16.621136338678674
S013,executed,R07,27,1.0,15.679696058791654,15.10719793988147,15.910741430900625,15.786064211363227,15.798119515044492,16.084647622942242
S013,executed,R07,29,0.0,16.718466770944797,16.462615100932922,16.65797636086134,16.53190957394303,16.20731983472455,16.580949390158978
S013,executed,R11,1,1.0,15.441638073454396,15.067108352100863,15.224038285183028,16.354870646999085,16.249807222798584,16.078012739590566
S013,executed,R11,3,0.0,15.376086490234233,15.226747988146506,15.912591151026428,16.357067612892568,15.672983018057796,16.078167329298655
S013,executed,R11,5,1.0,15.86590827081382,15.931052016630586,16.089147634615358,16.776546015778354,16.56267072811311,16.73167629481792
S013,executed,R11,7,0.0,15.692464215276361,15.626342162096936,15.797179229628318,16.880595230651153,16.17034583117665,16.292234561218304
S013,executed,R11,9,1.0,15.7553781434427,15.592881928408902,16.133294476790994,16.998091244714818,16.652220126589373,16.943550607827202
S013,executed,R11,11,0.0,15.721094520945027,15.321584586512605,15.920951094947272,16.71787787783013,15.977863182832737,16.353575927066945
S013,executed,R11,13,0.0,15.579605392278756,15.518943534953403,15.965090850565595,16.69182602847458,16.65048962508088,16.923695448545914
S013,executed,R11,15,1.0,15.891620541584478,15.626110796636041,16.267628920053337,16.668539350147288,16.700089493210264,16.706529800163878
S013,executed,R11,17,1.0,15.664587801841614,15.645073333581452,15.914847804294519,16.723512080438276,16.497374130657523,16.91041661188048
S013,executed,R11,19,0.0,17.22215873662622,16.838697714388406,17.09573775034605,17.736825710395557,17.28950576262808,17.567649722911003
S013,executed,R11,21,0.0,16.81938597004491,16.533654145587597,17.071917073982995,17.4961245313343,17.195384766360412,17.12840806844202
S013,executed,R11,23,1.0,16.962177193699038,16.73798586338674,17.029034734767503,17.096484729769234,16.927944670830016,16.87729102553389
S013,executed,R11,25,0.0,15.062606776980756,15.181947155021753,15.208476446881878,17.261231629697654,17.011758733117265,16.719764680376795
S013,executed,R11,27,1.0,15.691571678568167,15.39726904700764,15.468150227986113,17.180052614407693,16.971362008363496,16.589863571860267
S013,executed,R11,29,0.0,15.881190577751976,16.112634456798844,16.21739678653399,17.274904715979236,16.790060031806668,16.71701436243279
