recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,meta_run,meta_condition,meta_sfreq,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,icoh_alpha,lempel_ziv,lrtc_alpha,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
S023@R01,eegmmidb_rest,S023,ok,,64,160,8800,R01,eyes_open,160.0,0.4974867448,0.1083593223,0.374129086,1.776997516,4.384501528,2.486641947,1.152567513,0.06894717337,0.7397726247,0.6772046784,-0.007107440985,0.001574257348,0.07422670314,0.6661624274,0.02770603821,26.30762918,0.7120310051,1.832775099,1.298334861,0.06879662335
S024@R01,eegmmidb_rest,S024,ok,,64,160,8800,R01,eyes_open,160.0,0.476600654,0.1906693854,-0.05169453375,-0.4165478773,7.531465313,1.20589587,1.314390766,0.06528362896,0.8977925917,0.6660821994,-0.2692110448,0.003230297699,0.04044871916,0.5466223128,0.04078863403,37.28988861,0.8116558705,0.5653873244,0.5198820759,0.05311561842
S026@R01,eegmmidb_rest,S026,ok,,64,160,8800,R01,eyes_open,160.0,0.4253323329,0.1797206414,0.3729224998,1.304807885,4.156037525,0.8020709679,1.28630909,0.08882535841,0.6293704207,0.6879485373,-0.1041012978,0.001485570765,0.05719578663,0.6178250739,0.04205684567,32.22451485,0.7506956318,1.294990542,0.8858277783,0.101213574
S026@R02,eegmmidb_rest,S026,ok,,64,160,8800,R02,eyes_closed,160.0,0.3174596888,0.1692968228,0.3388696046,1.03434953,4.22085628,0.8684037153,0.6583397669,0.07508979177,0.7155744547,0.5730428521,-0.08337202742,0.0007008173658,0.1736989822,0.3820653336,0.04778148267,35.33044035,0.8425153871,1.322113663,0.8607712959,0.08299635282
S027@R01,eegmmidb_rest,S027,ok,,64,160,8800,R01,eyes_open,160.0,0.3313178187,0.1695624976,0.29226894,0.7093297782,7.985556987,0.3165439633,1.380969504,0.05890885281,0.5407683697,0.6711754137,0.04755936722,0.001153272147,0.07882417909,0.5813611491,0.0770448621,36.53953186,0.7695786518,0.9906510647,0.8686253653,0.04594903222
S029@R02,eegmmidb_rest,S029,ok,,64,160,8800,R02,eyes_closed,160.0,0.5730610831,0.06843354661,0.06797305001,0.07240049575,5.071375758,1.685471541,0.7138998537,0.06090064362,0.6076325537,0.5406876286,0.04483150188,0.0009574445682,0.6315186368,0.1752877702,0.03330535645,20.27493465,0.7073555056,1.687284387,1.146887201,0.06899427547
S030@R01,eegmmidb_rest,S030,ok,,64,160,8800,R01,eyes_open,160.0,0.7191034585,0.04345083003,0.2889872717,1.148337152,3.916763532,1.69100221,1.74311454,0.1141691928,0.3867970025,0.6854392905,0.06519306938,0.001811254286,0.05080513247,0.8196681008,0.02518903014,15.13840429,0.5357198243,2.318345985,1.547834122,0.1537150037
S033@R01,eegmmidb_rest,S033,ok,,64,160,8800,R01,eyes_open,160.0,0.417926719,0.1352421239,0.3426995086,1.222997275,0.1529186032,2.061920186,1.033217694,0.1027723641,0.8650923621,0.6851906566,-0.05252930518,0.001336770654,0.1137519133,0.5293319891,0.04808247626,30.34124849,0.7989486796,1.543946924,1.189276303,0.09879829313
S034@R01,eegmmidb_rest,S034,ok,,64,160,8800,R01,eyes_open,160.0,0.6387302551,0.04684448404,0.3042770622,1.281592506,4.756425214,1.968109648,1.626787579,0.06118916216,0.3799766689,0.6662867075,0.1310424971,0.0007151059878,0.1954169673,0.5598684125,0.03969906715,17.92535462,0.7150796159,2.520623156,1.708968657,0.03996737515
S034@R02,eegmmidb_rest,S034,ok,,64,160,8800,R02,eyes_closed,160.0,0.5937940888,0.05379587897,0.1108052596,0.2016553624,5.118742408,2.294656322,1.278744514,0.06721734,0.4994726511,0.6988447985,0.1664807624,0.0006245483385,0.259697874,0.4091991406,0.06094630831,20.21730997,0.7823824474,2.293693416,1.610191229,0.04187080789
S037@R02,eegmmidb_rest,S037,ok,,64,160,8800,R02,eyes_closed,160.0,0.1625440641,0.2926015945,0.2263460153,0.1906043734,5.44595997,1.385466034,0.8300656493,0.09082593589,0.7745282974,0.6882744418,-0.05297854244,0.0009412335053,0.1119852037,0.3097684931,0.04555595166,37.68195056,0.9096130213,1.040485036,0.7323120415,0.1266756221
S040@R02,eegmmidb_rest,S040,ok,,64,160,8800,R02,eyes_closed,160.0,0.4682513407,0.09733295442,0.1254413146,0.1814042364,0.9464551788,0.9577158249,1.282674597,0.1090827777,0.5896007127,0.8516385772,0.07059936458,0.0005174630945,0.2341943792,0.4842555606,0.0817939306,30.1369498,0.7595783042,1.691837558,1.250257772,0.1538429166
S044@R01,eegmmidb_rest,S044,ok,,64,160,8800,R01,eyes_open,160.0,0.6716769854,0.05530863632,0.3128542607,1.327746118,0.6184739939,1.73110236,1.791213253,0.07151486926,0.5635028151,0.6803425468,0.05734244535,0.001549255644,0.06577034708,0.7992560484,0.02641318779,13.18284451,0.6094926778,1.951486073,1.46333614,0.07135833244
S047@R02,eegmmidb_rest,S047,ok,,64,160,8800,R02,eyes_closed,160.0,0.5249229424,0.1098228049,0.206049256,0.4332308765,4.281439812,2.989891832,0.5984782546,0.08098261407,0.6687975547,0.7353511789,0.05753476641,0.001505645353,0.4421178646,0.1760676847,0.04498801138,26.28036049,0.8310334425,1.653196258,1.151417541,0.08322706538
S057@R01,eegmmidb_rest,S057,ok,,64,160,8800,R01,eyes_open,160.0,0.4015388159,0.1337933679,0.1898307122,0.3260279035,4.434509456,2.503030491,1.07991806,0.06732954688,0.4843371162,0.7598265601,0.080346898,0.0009294350973,0.1373934656,0.4492591349,0.02753516357,29.26541783,0.811805044,1.809888657,1.293254796,0.06216048413
S059@R01,eegmmidb_rest,S059,ok,,64,160,8800,R01,eyes_open,160.0,0.5099223788,0.07709699575,-0.1208317182,-0.467912387,5.916479058,2.442406397,1.191752449,0.07207871337,0.2326387769,0.6768228601,0.07095074361,0.001411234741,0.1136641814,0.6037480961,0.04390155273,24.38941113,0.7063010068,2.147019967,1.474445607,0.07047094721
S061@R02,eegmmidb_rest,S061,ok,,64,160,8800,R02,eyes_closed,160.0,0.4874114925,0.07964464182,0.3783426934,2.096365825,5.010410442,3.351184173,0.852733703,0.1697559146,0.6680189778,0.6861303389,0.08191904496,0.0005644158064,0.4313618663,0.3493030045,0.0324080429,23.65149764,0.7366187562,1.696772922,1.24234482,0.2103719871
S064@R02,eegmmidb_rest,S064,ok,,64,160,8800,R02,eyes_closed,160.0,0.533004696,0.08136509106,0.04371538277,0.006102691415,4.318380389,3.132133115,1.314946631,0.07904512007,0.4890708638,0.662095527,0.1612607486,0.0006600683706,0.1328194079,0.5400174519,0.03406998207,23.61816825,0.7609923094,2.402710491,1.652712794,0.07528757008
S069@R01,eegmmidb_rest,S069,ok,,64,160,8800,R01,eyes_open,160.0,0.7725842142,0.02942755355,-0.2385267849,-1.026264946,-0.09890843678,0.8286547094,2.229633677,0.08366792664,0.2588301037,0.703730729,-0.01310980398,0.0005493396113,0.01128163554,0.9074383341,0.01885907042,9.41986546,0.3425824485,1.219649052,0.9216785195,0.07139589532
S070@R02,eegmmidb_rest,S070,ok,,64,160,8800,R02,eyes_closed,160.0,0.6204057238,0.06708353931,0.3213872545,1.356772844,0.9647836196,3.010189255,1.097414392,0.07286637073,0.6153560365,0.6573093922,0.1258679635,0.0005260798838,0.2743054244,0.3595963809,0.03577179123,22.29601147,0.80538883,2.231460874,1.54989974,0.07573902362
S072@R02,eegmmidb_rest,S072,ok,,64,160,8800,R02,eyes_closed,160.0,0.54705885,0.07853047971,0.1316889017,0.2267640519,5.23914196,3.265713753,1.232176977,0.1089609306,0.4820013855,0.6148173639,0.1459871034,0.0006550760318,0.324580106,0.3671958343,0.04694662251,23.69675179,0.7890297044,2.249941754,1.596272986,0.1063920875
S075@R02,eegmmidb_rest,S075,ok,,64,160,8800,R02,eyes_closed,160.0,0.6534363025,0.04703869366,0.1926334907,0.5110951127,4.977609153,2.239187619,1.202872467,0.1673943825,0.6973557553,0.777081019,0.1037206098,0.0003744504398,0.3073583537,0.2690783871,0.04681684082,19.14461286,0.781743164,2.146819084,1.497345773,0.1778371399
S076@R02,eegmmidb_rest,S076,ok,,64,160,8800,R02,eyes_closed,160.0,0.1405416289,0.3620273207,0.1948375225,0.02843385573,5.819381922,0.9423697707,0.5906998319,0.07911789255,0.7189067638,0.7904240777,-0.1221695998,0.000544115084,0.1748827294,0.2061055489,0.04115686232,40.00533673,0.9590930115,0.684802441,0.4994122723,0.1187504428
S080@R01,eegmmidb_rest,S080,ok,,64,160,8800,R01,eyes_open,160.0,0.4755149162,0.1073098227,0.1177562909,0.1470557063,4.154232374,2.181026083,1.241618439,0.06204605598,0.6836528019,0.6044715707,0.1159061411,0.0004572137756,0.1081896223,0.5101181735,0.05203953012,27.7426655,0.7973023946,2.024910447,1.437862672,0.04895720439
S080@R02,eegmmidb_rest,S080,ok,,64,160,8800,R02,eyes_closed,160.0,0.5030067802,0.09433931941,0.1500528913,0.2590755158,4.891520842,2.658837012,1.033669403,0.26662977,0.7260073851,0.728515579,0.09211653735,0.0004332610311,0.3599533749,0.3414654044,0.0507531629,24.67454158,0.7906520193,1.90487187,1.360804528,0.3708334519
S081@R01,eegmmidb_rest,S081,ok,,64,160,8800,R01,eyes_open,160.0,0.7569677136,0.03714648235,0.3956513601,3.067624052,5.07789869,3.807123162,1.973133358,0.1177280807,0.5219579519,0.663369595,0.06929838184,0.001590374447,0.03995943433,0.8491780972,0.02456622776,10.95406709,0.5555394414,3.028523208,2.079647368,0.1384920451
S083@R01,eegmmidb_rest,S083,ok,,64,160,8800,R01,eyes_open,160.0,0.2160455094,0.2451010788,0.1701715728,0.1052680095,4.444058153,3.753547508,0.7474598828,0.1091239281,0.6962034615,0.7120358482,-0.009821647577,0.0003447691591,0.1157457185,0.3700811487,0.04128664185,35.06134699,0.8591541923,1.177300363,0.986867322,0.1319970671
S084@R02,eegmmidb_rest,S084,ok,,64,160,8800,R02,eyes_closed,160.0,0.5639213227,0.06620983578,-0.04212500024,-0.1771073843,0.547501992,3.052087973,1.23175842,0.07089761459,0.4023062543,0.6906523261,0.0213063383,0.0005608514704,0.2751333217,0.47694954,0.169419234,21.35538123,0.7520726136,2.235399605,1.591029434,0.05172172344
