recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,meta_run,meta_condition,meta_sfreq,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,icoh_alpha,lempel_ziv,lrtc_alpha,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
S036@R01,eegmmidb_rest,S036,ok,,64,160,8800,R01,eyes_open,160.0,0.5432653764,0.08746662562,0.2928661968,0.993087049,5.277740326,2.97485747,1.137366119,0.07922701955,0.795300729,0.6316302721,0.06368452831,0.00200246091,0.1059119455,0.611064037,0.02891653014,20.84890544,0.7385638638,2.325094332,1.569019495,0.09586123871
S036@R02,eegmmidb_rest,S036,ok,,64,160,8800,R02,eyes_closed,160.0,0.4645987065,0.1158772062,0.2861735356,0.8398243913,5.574647355,3.397215475,0.679423171,0.06565933866,0.8242637896,0.7660058729,0.03705509554,0.0008251143061,0.2271152895,0.332102337,0.03679930592,25.99505417,0.8595667533,1.950367689,1.325705992,0.07616357131
S037@R01,eegmmidb_rest,S037,ok,,64,160,8800,R01,eyes_open,160.0,0.3553463139,0.1779744802,0.4301623836,2.148121843,5.006697017,1.770551307,1.249472386,0.07773198123,0.6859262465,0.616284043,-0.01302622315,0.001056126481,0.0793830098,0.4914570483,0.0472155927,31.66512738,0.804088761,1.610224181,1.08289995,0.09630731727
S038@R01,eegmmidb_rest,S038,ok,,64,160,8800,R01,eyes_open,160.0,0.4576014998,0.08570956111,0.3835409822,2.138460104,4.396800349,1.74640491,1.42381407,0.07198490755,0.7388071893,0.5999443864,0.1082961346,0.0006705186218,0.0878261778,0.5501593811,0.04714936585,25.96324977,0.7744205611,1.994729407,1.439324573,0.059325011
S041@R02,eegmmidb_rest,S041,ok,,64,160,8800,R02,eyes_closed,160.0,0.5004920364,0.09054734218,0.2470453728,0.6765679277,4.252090101,2.69162091,0.6103512134,0.06976435261,0.6623197949,0.6453082309,0.08277498169,0.001008726635,0.265428342,0.2759576586,0.07780454204,24.82309723,0.8589586573,1.847885334,1.299817234,0.07535680244
S043@R01,eegmmidb_rest,S043,ok,,64,160,8800,R01,eyes_open,160.0,0.59761895,0.05967165311,0.2368141303,0.7063582882,0.3079834374,2.501733419,1.852576434,0.07401299846,0.4248849844,0.5603624998,0.107642391,0.001393770743,0.041805686,0.7376822501,0.05066098428,13.91855281,0.6420999962,2.546281569,1.751958591,0.06167104836
S043@R02,eegmmidb_rest,S043,ok,,64,160,8800,R02,eyes_closed,160.0,0.4527908752,0.09942245313,0.07028696632,0.04291760234,0.974524771,3.931169072,0.6668194932,0.1880896737,0.5566824815,0.760379487,0.07125354829,0.00101965858,0.3286337583,0.3217143941,0.06935727631,22.8145192,0.8068433095,2.033921439,1.45995375,0.2338859116
S045@R02,eegmmidb_rest,S045,ok,,64,160,8800,R02,eyes_closed,160.0,0.4366746486,0.1470510801,0.5320865166,11.06592139,3.783338354,2.363769308,0.9916267907,0.07134348227,0.8050173687,0.782591519,-0.06870526258,0.0007533406927,0.2275386523,0.3633366713,0.03184535834,31.88378181,0.8537671571,1.735619228,1.227093435,0.1012055018
S047@R01,eegmmidb_rest,S047,ok,,64,160,8800,R01,eyes_open,160.0,0.5553906938,0.07790050979,0.4428181951,4.201178476,4.288872124,2.432057755,1.366995367,0.09015529016,0.5833409545,0.6807359941,0.02714462628,0.000544870284,0.08835721106,0.6677737882,0.02418188097,22.10756327,0.6910088697,2.203067957,1.546742911,0.1260191937
S048@R01,eegmmidb_rest,S048,ok,,64,160,8800,R01,eyes_open,160.0,0.562670317,0.08974262668,0.15715772,0.2896117355,7.764699905,2.294733921,0.8253513436,0.1114663058,0.5995042109,0.805887552,-0.05342647782,0.000578527927,0.4719214975,0.2139205463,0.07864915878,26.60150147,0.8048135845,1.658324623,1.17764266,0.09601648809
S050@R02,eegmmidb_rest,S050,ok,,64,160,8800,R02,eyes_closed,160.0,0.5311222961,0.09187122176,0.03492585707,-0.02251528306,4.175762569,2.185281066,0.8404567119,0.1930698317,0.5672399843,0.5871768179,0.02049790286,0.0006024577343,0.4210049096,0.2913353243,0.03007106024,25.09843651,0.8002234386,1.802633961,1.248720073,0.2780537831
S051@R01,eegmmidb_rest,S051,ok,,64,160,8800,R01,eyes_open,160.0,0.5176378077,0.0887470214,0.4393541786,3.761028185,4.410791488,1.098882417,1.915855778,0.08079205589,0.5407683697,0.5381770701,0.04999677429,0.001116599876,0.03456808477,0.7461413978,0.05040704651,19.97210032,0.6480129912,1.908053034,1.231871181,0.07941235641
S052@R01,eegmmidb_rest,S052,ok,,64,160,8800,R01,eyes_open,160.0,0.560834324,0.05775657464,0.2260494108,0.6510974967,0.2195194533,2.307157661,1.376791277,0.07524777998,0.5126461722,0.6778156222,0.07902072376,0.001420328038,0.1667144926,0.581146376,0.0963663266,20.1403437,0.7009777143,2.43290585,1.636793629,0.06884729853
S054@R01,eegmmidb_rest,S054,ok,,64,160,8800,R01,eyes_open,160.0,0.6663103431,0.05397708514,0.3634064025,2.056568398,0.382792421,1.947260198,1.829040899,0.07437001649,0.5714442995,0.6173373789,0.08092745363,0.0005632635998,0.0509344024,0.7737708436,0.02583342134,12.98466819,0.6217301833,2.467558923,1.787339259,0.06249285492
S056@R01,eegmmidb_rest,S056,ok,,64,160,8800,R01,eyes_open,160.0,0.5633136019,0.1040224322,0.2718137023,0.7844555195,4.083328405,1.831204484,1.117497383,0.1148723808,0.7805077679,0.6353253823,0.04427683428,0.001745250142,0.3101978067,0.3054466981,0.04069259564,28.53426107,0.8277368785,1.802470392,1.234559979,0.1437856683
S058@R01,eegmmidb_rest,S058,ok,,64,160,8800,R01,eyes_open,160.0,0.1166104979,0.524769875,0.3052874747,0.09385862041,5.68908562,0.8866497178,0.2789856158,0.08210748723,0.8779233093,0.5113139825,-0.2328932035,0.0007638226616,0.07196569846,0.1332342897,0.09524035627,42.44002825,0.9609496429,-0.5629900109,-0.2975375973,0.09215218051
S061@R01,eegmmidb_rest,S061,ok,,64,160,8800,R01,eyes_open,160.0,0.5046733595,0.09374603421,0.4270475636,3.172736136,4.482446942,2.808998049,1.305793038,0.08899395452,0.6302735699,0.7517694998,0.04114291778,0.0008032664225,0.1254097615,0.6157328999,0.03276993371,23.42008449,0.7339846827,1.996570248,1.463136955,0.1333150375
S062@R01,eegmmidb_rest,S062,ok,,64,160,8800,R01,eyes_open,160.0,0.5572941129,0.07171324157,0.4333673343,3.878558699,4.623499821,2.116932751,1.589796836,0.08991946106,0.6050788215,0.6027285367,0.1147583673,0.001072878161,0.104820731,0.6508383554,0.03616876634,20.34155683,0.7025073073,2.505688207,1.662303645,0.08751336826
S064@R01,eegmmidb_rest,S064,ok,,64,160,8800,R01,eyes_open,160.0,0.6702213502,0.05777075261,0.3105617776,1.290178446,4.580115871,2.774964431,1.788272226,0.07428936614,0.4966697743,0.5747526454,0.1307173336,0.0009187065771,0.04719989691,0.6962909306,0.03180414254,17.97703789,0.6734740963,2.499393687,1.714193905,0.07697939901
S065@R01,eegmmidb_rest,S065,ok,,64,160,8800,R01,eyes_open,160.0,0.5427156837,0.09648736731,0.2414762191,0.6298990531,4.391100025,2.90657044,1.208989236,0.07079764932,0.6289655607,0.6902207289,0.07987223734,0.000575625789,0.1793198661,0.446597368,0.08049105017,25.09362738,0.8003446182,2.182060197,1.483572052,0.06580088437
S066@R01,eegmmidb_rest,S066,ok,,64,160,8800,R01,eyes_open,160.0,0.6991216315,0.03197912228,0.1326294561,0.3042567377,8.391832174,3.213169754,1.750995038,0.08348963746,0.6120548705,0.8652591187,-0.03580956363,0.001493475988,0.07649240937,0.7511411879,0.02964509874,13.77273803,0.6367916847,2.961127,2.039194979,0.08203126492
S066@R02,eegmmidb_rest,S066,ok,,64,160,8800,R02,eyes_closed,160.0,0.6746340502,0.03931677544,0.1775567646,0.4615540125,7.900611397,3.929392771,1.281070839,0.11972548,0.6117434397,0.9731099339,-0.03116831705,0.000867932696,0.3148011189,0.3992579122,0.0407404188,18.04836012,0.7803575246,2.743539216,1.932678791,0.1321736698
S068@R01,eegmmidb_rest,S068,ok,,64,160,8800,R01,eyes_open,160.0,0.514313219,0.1024888291,0.08999189959,0.08400492959,-0.02320479896,2.692356138,1.239766075,0.07273830821,0.4706653059,0.6492213995,0.05227926842,0.001017068322,0.1171584004,0.5598290887,0.07281792544,25.23576785,0.7660943745,2.114160352,1.447612952,0.06522195622
S071@R01,eegmmidb_rest,S071,ok,,64,160,8800,R01,eyes_open,160.0,0.6132037481,0.09008420792,0.4334484042,3.480539683,4.704388095,2.407607993,1.410088733,0.08737461055,0.5639076751,0.6828564022,0.0696566252,0.002384084146,0.08186084435,0.6445359918,0.0404533957,22.18187444,0.7199463574,2.146956772,1.49078868,0.1135050934
S071@R02,eegmmidb_rest,S071,ok,,64,160,8800,R02,eyes_closed,160.0,0.587169036,0.1082723684,0.2822817985,0.8392199144,4.747178406,2.721185678,0.7250792171,0.1743711978,0.6494577046,0.7008113951,0.0539309647,0.0008059236462,0.3762623024,0.2190343544,0.06248762706,27.17609104,0.8421002893,1.648797796,1.151089619,0.2988923496
S073@R01,eegmmidb_rest,S073,ok,,64,160,8800,R01,eyes_open,160.0,0.4139314751,0.1718646877,0.4022734328,1.722438009,4.244980665,1.178472059,1.274534704,0.07370693962,0.7184707608,0.7223503921,-0.02799686465,0.0006808094432,0.07490795377,0.6121602007,0.0393581687,33.82282518,0.7715104035,1.523590813,0.9842544657,0.08221919293
S076@R01,eegmmidb_rest,S076,ok,,64,160,8800,R01,eyes_open,160.0,0.2959654095,0.2722838872,0.3965141708,1.086569491,5.257780107,1.645636835,1.070435689,0.06731997919,0.7162284593,0.7251232418,-0.1066265895,0.0008841588484,0.07684796344,0.4898403674,0.03219972745,36.81736627,0.8279103682,0.7251630714,0.5759825608,0.09250931876
S078@R02,eegmmidb_rest,S078,ok,,64,160,8800,R02,eyes_closed,160.0,0.6453978601,0.04946872187,0.123485152,0.2461083758,0.735252128,2.420601823,1.009636961,0.1698375441,0.6825939373,0.7386596189,0.03475318312,0.0002016962258,0.5965779203,0.1909964695,0.03875952997,19.28734733,0.7156214598,1.921778205,1.36213015,0.294752672
S082@R02,eegmmidb_rest,S082,ok,,64,160,8800,R02,eyes_closed,160.0,0.6499661178,0.04862233114,0.1309283313,0.2710264822,4.884932567,3.747632063,0.9089392822,0.0996967291,0.6196226379,0.7834504707,0.1114914804,0.001667651714,0.4476523904,0.2509565005,0.0836745004,20.90623665,0.7985912538,2.326051898,1.626343043,0.1199142335
S083@R02,eegmmidb_rest,S083,ok,,64,160,8800,R02,eyes_closed,160.0,0.3692566129,0.1534354587,0.1205927113,0.09619069382,4.226053944,3.242438778,0.774246858,0.09939992456,0.7000340598,0.8141780948,-0.02542544396,0.0006297657497,0.1480264276,0.3816498652,0.04006950741,30.3587285,0.8270783917,1.710609512,1.208191671,0.1051100591
S093@R02,eegmmidb_rest,S093,ok,,64,160,8800,R02,eyes_closed,160.0,0.5743639848,0.06427988121,0.06128548748,0.06189926989,4.501725529,2.219124317,1.379643101,0.1065352672,0.5243559688,0.700313385,0.1372557138,0.000530176412,0.272529164,0.4427539041,0.06574249426,21.92862688,0.7762601623,2.215704146,1.594771883,0.1159532339
S094@R02,eegmmidb_rest,S094,ok,,64,160,8800,R02,eyes_closed,160.0,0.4510716605,0.137809206,0.1724072412,0.2610424386,1.237422016,2.063804922,1.013322156,0.08860221006,0.8185646067,0.5416523088,-0.07311926943,0.001025280722,0.2595159814,0.2985653317,0.05851825729,32.0381723,0.8715875193,1.888208911,1.221901995,0.07389770556
S095@R01,eegmmidb_rest,S095,ok,,64,160,8800,R01,eyes_open,160.0,0.5245709616,0.07614076681,0.3774748428,2.113411481,4.466576012,2.117812178,1.271955563,0.09503609449,0.4802885164,0.5486067552,0.1343165324,0.0007126267225,0.09815107543,0.5795136626,0.02384432014,26.57163645,0.7459868044,2.156142041,1.542970693,0.1443191397
S096@R01,eegmmidb_rest,S096,ok,,64,160,8800,R01,eyes_open,160.0,0.6836696326,0.06192095672,0.3543686736,1.831388471,5.110702786,1.845892719,1.866717407,0.08029068072,0.5080992831,0.5431630331,0.1074996211,0.007024269971,0.04248144964,0.7552240021,0.02658944653,11.68405123,0.6238341632,2.598914394,1.831387855,0.09261405651
S096@R02,eegmmidb_rest,S096,ok,,64,160,8800,R02,eyes_closed,160.0,0.4796244498,0.09765105461,0.3029034449,1.033164306,5.78686208,2.381456847,1.263628925,0.06360638809,0.5775483424,0.6240558156,0.08943786044,0.001027126661,0.1283118503,0.6019741902,0.03282824168,25.41620414,0.7226603236,1.929913566,1.394648092,0.06157220426
S108@R01,eegmmidb_rest,S108,ok,,64,160,8800,R01,eyes_open,160.0,0.7411616804,0.03519877059,0.4092779025,3.615889546,0.7657788737,3.327445521,1.920627421,0.07464842756,0.4933063221,0.5916115768,0.07103218519,0.001790557406,0.0504943921,0.8124316881,0.0237337026,10.58662393,0.6067867477,3.003660382,2.083185475,0.08569173272
S109@R01,eegmmidb_rest,S109,ok,,64,160,8800,R01,eyes_open,160.0,0.549438464,0.07016467907,0.02455735122,-0.02150260599,6.968673349,1.92078036,1.446981699,0.07312311636,0.4971369204,0.6752308344,0.1489753927,0.0009875115711,0.1169463286,0.5361189533,0.1079205371,25.00290279,0.783448292,2.103201827,1.526270035,0.04849691921
